Date,TotalChargers,Connections_1,Connections_2,Connections_3,Connections_4,Connections_5,Connections_6,Connections_7,Connections_8
2011-07-06T17:46:00Z,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-11T12:07:00Z,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01T20:38:00Z,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13T22:35:00Z,6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13T22:39:00Z,7,85.71,14.29,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-17T13:37:00Z,8,87.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-22T13:14:00Z,9,77.78,22.22,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-23T07:53:00Z,10,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-23T07:59:00Z,11,81.82,18.18,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-23T22:46:00Z,12,83.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28T09:30:00Z,13,84.62,15.38,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28T09:32:00Z,14,85.71,14.29,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28T09:34:00Z,15,86.67,13.33,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28T09:35:00Z,16,81.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28T09:36:00Z,17,82.35,17.65,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31T09:19:00Z,18,77.78,22.22,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31T09:21:00Z,19,78.95,21.05,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09T16:42:00Z,20,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-12T09:46:00Z,21,80.95,19.05,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-26T07:31:00Z,22,81.82,18.18,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-26T07:38:00Z,23,82.61,17.39,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-26T07:42:00Z,24,83.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29T00:57:00Z,25,84.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29T01:02:00Z,26,84.62,15.38,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29T01:07:00Z,27,85.19,14.81,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29T01:08:00Z,28,82.14,14.29,3.57,0.0,0.0,0.0,0.0,0.0
2013-05-29T01:10:00Z,29,82.76,13.79,3.45,0.0,0.0,0.0,0.0,0.0
2013-05-29T01:12:00Z,30,83.33,13.33,3.33,0.0,0.0,0.0,0.0,0.0
2013-06-23T07:12:00Z,31,83.87,12.9,3.23,0.0,0.0,0.0,0.0,0.0
2013-08-25T03:32:00Z,32,84.38,12.5,3.12,0.0,0.0,0.0,0.0,0.0
2014-09-27T20:41:00Z,33,81.82,12.12,6.06,0.0,0.0,0.0,0.0,0.0
2014-11-29T05:39:00Z,34,82.35,11.76,5.88,0.0,0.0,0.0,0.0,0.0
2014-12-11T06:04:00Z,35,82.86,11.43,5.71,0.0,0.0,0.0,0.0,0.0
2015-01-13T10:14:00Z,35,82.86,11.43,5.71,0.0,0.0,0.0,0.0,0.0
2015-01-28T11:43:00Z,36,83.33,11.11,5.56,0.0,0.0,0.0,0.0,0.0
2015-06-25T04:58:00Z,37,81.08,10.81,8.11,0.0,0.0,0.0,0.0,0.0
2015-06-25T05:35:00Z,38,78.95,13.16,7.89,0.0,0.0,0.0,0.0,0.0
2015-06-25T06:09:00Z,39,76.92,12.82,10.26,0.0,0.0,0.0,0.0,0.0
2015-06-25T06:12:00Z,40,75.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0
2015-09-12T18:46:00Z,41,75.61,12.2,12.2,0.0,0.0,0.0,0.0,0.0
2015-10-07T19:30:00Z,42,76.19,11.9,11.9,0.0,0.0,0.0,0.0,0.0
2015-10-11T19:50:00Z,43,76.74,11.63,11.63,0.0,0.0,0.0,0.0,0.0
2016-01-09T00:02:00Z,44,75.0,13.64,11.36,0.0,0.0,0.0,0.0,0.0
2016-01-12T10:00:00Z,45,75.56,13.33,11.11,0.0,0.0,0.0,0.0,0.0
2016-01-25T00:16:00Z,46,73.91,15.22,10.87,0.0,0.0,0.0,0.0,0.0
2016-02-01T23:09:00Z,47,74.47,14.89,10.64,0.0,0.0,0.0,0.0,0.0
2016-03-03T12:28:00Z,48,72.92,14.58,10.42,2.08,0.0,0.0,0.0,0.0
2016-05-09T22:49:00Z,59,67.8,15.25,15.25,1.69,0.0,0.0,0.0,0.0
2016-05-09T23:15:00Z,61,65.57,14.75,16.39,3.28,0.0,0.0,0.0,0.0
2016-07-01T22:20:00Z,62,64.52,16.13,16.13,3.23,0.0,0.0,0.0,0.0
2016-07-01T22:29:00Z,63,65.08,15.87,15.87,3.17,0.0,0.0,0.0,0.0
2016-07-02T08:55:00Z,64,65.62,15.62,15.62,3.12,0.0,0.0,0.0,0.0
2016-07-02T23:05:00Z,65,66.15,15.38,15.38,3.08,0.0,0.0,0.0,0.0
2016-10-03T02:55:00Z,66,66.67,15.15,15.15,3.03,0.0,0.0,0.0,0.0
2016-11-18T00:22:00Z,67,67.16,14.93,14.93,2.99,0.0,0.0,0.0,0.0
2016-12-02T12:15:00Z,68,67.65,14.71,14.71,2.94,0.0,0.0,0.0,0.0
2017-01-06T07:48:00Z,69,68.12,14.49,14.49,2.9,0.0,0.0,0.0,0.0
2017-01-26T21:17:00Z,70,68.57,14.29,14.29,2.86,0.0,0.0,0.0,0.0
2017-01-27T08:04:00Z,71,69.01,14.08,14.08,2.82,0.0,0.0,0.0,0.0
2017-01-29T16:21:00Z,72,69.44,13.89,13.89,2.78,0.0,0.0,0.0,0.0
2017-01-29T17:30:00Z,73,69.86,13.7,13.7,2.74,0.0,0.0,0.0,0.0
2017-01-30T13:07:00Z,74,70.27,13.51,13.51,2.7,0.0,0.0,0.0,0.0
2017-01-30T13:19:00Z,75,70.67,13.33,13.33,2.67,0.0,0.0,0.0,0.0
2017-01-30T13:33:00Z,76,71.05,13.16,13.16,2.63,0.0,0.0,0.0,0.0
2017-07-13T14:13:00Z,77,71.43,12.99,12.99,2.6,0.0,0.0,0.0,0.0
2017-08-09T07:07:00Z,78,71.79,12.82,12.82,2.56,0.0,0.0,0.0,0.0
2017-08-18T07:46:00Z,79,72.15,12.66,12.66,2.53,0.0,0.0,0.0,0.0
2017-09-27T19:23:00Z,80,72.5,12.5,12.5,2.5,0.0,0.0,0.0,0.0
2017-09-27T19:25:00Z,81,72.84,12.35,12.35,2.47,0.0,0.0,0.0,0.0
2017-09-27T19:28:00Z,82,73.17,12.2,12.2,2.44,0.0,0.0,0.0,0.0
2017-09-27T19:31:00Z,83,73.49,12.05,12.05,2.41,0.0,0.0,0.0,0.0
2017-10-05T05:31:00Z,84,73.81,11.9,11.9,2.38,0.0,0.0,0.0,0.0
2017-11-02T06:45:00Z,85,74.12,11.76,11.76,2.35,0.0,0.0,0.0,0.0
2018-01-12T04:48:00Z,86,74.42,11.63,11.63,2.33,0.0,0.0,0.0,0.0
2018-01-21T15:54:00Z,87,74.71,11.49,11.49,2.3,0.0,0.0,0.0,0.0
2018-02-18T01:10:00Z,97,76.29,10.31,10.31,3.09,0.0,0.0,0.0,0.0
2018-02-18T13:52:00Z,102,76.47,10.78,9.8,2.94,0.0,0.0,0.0,0.0
2018-02-19T05:42:00Z,103,76.7,10.68,9.71,2.91,0.0,0.0,0.0,0.0
2018-02-19T21:18:00Z,104,76.92,10.58,9.62,2.88,0.0,0.0,0.0,0.0
2018-02-21T06:54:00Z,105,77.14,10.48,9.52,2.86,0.0,0.0,0.0,0.0
2018-02-23T00:17:00Z,108,76.85,11.11,9.26,2.78,0.0,0.0,0.0,0.0
2018-02-23T02:00:00Z,109,76.15,11.93,9.17,2.75,0.0,0.0,0.0,0.0
2018-02-23T07:01:00Z,110,76.36,11.82,9.09,2.73,0.0,0.0,0.0,0.0
2018-06-01T09:42:00Z,111,75.68,11.71,9.91,2.7,0.0,0.0,0.0,0.0
2018-06-01T10:05:00Z,112,75.0,11.61,10.71,2.68,0.0,0.0,0.0,0.0
2018-06-01T10:07:00Z,113,74.34,11.5,11.5,2.65,0.0,0.0,0.0,0.0
2018-06-01T10:12:00Z,114,73.68,11.4,12.28,2.63,0.0,0.0,0.0,0.0
2018-07-02T11:02:00Z,115,73.04,11.3,13.04,2.61,0.0,0.0,0.0,0.0
2018-07-11T10:36:00Z,116,73.28,11.21,12.93,2.59,0.0,0.0,0.0,0.0
2018-07-11T13:41:00Z,117,73.5,11.11,12.82,2.56,0.0,0.0,0.0,0.0
2018-07-11T13:43:00Z,118,73.73,11.02,12.71,2.54,0.0,0.0,0.0,0.0
2018-07-12T19:38:00Z,119,73.95,10.92,12.61,2.52,0.0,0.0,0.0,0.0
2018-08-09T11:51:00Z,120,74.17,10.83,12.5,2.5,0.0,0.0,0.0,0.0
2018-08-09T11:53:00Z,121,74.38,10.74,12.4,2.48,0.0,0.0,0.0,0.0
2018-08-09T11:56:00Z,122,74.59,10.66,12.3,2.46,0.0,0.0,0.0,0.0
2018-08-09T12:00:00Z,123,74.8,10.57,12.2,2.44,0.0,0.0,0.0,0.0
2018-08-09T12:02:00Z,124,75.0,10.48,12.1,2.42,0.0,0.0,0.0,0.0
2018-08-09T12:04:00Z,125,75.2,10.4,12.0,2.4,0.0,0.0,0.0,0.0
2018-08-09T12:07:00Z,126,75.4,10.32,11.9,2.38,0.0,0.0,0.0,0.0
2018-10-11T14:28:00Z,127,75.59,10.24,11.81,2.36,0.0,0.0,0.0,0.0
2018-12-23T02:15:00Z,128,75.78,10.16,11.72,2.34,0.0,0.0,0.0,0.0
2019-01-02T21:41:00Z,129,75.97,10.08,11.63,2.33,0.0,0.0,0.0,0.0
2019-01-02T21:55:00Z,130,76.15,10.0,11.54,2.31,0.0,0.0,0.0,0.0
2019-01-03T07:52:00Z,131,76.34,9.92,11.45,2.29,0.0,0.0,0.0,0.0
2019-01-09T06:03:00Z,132,76.52,9.85,11.36,2.27,0.0,0.0,0.0,0.0
2019-01-22T05:30:00Z,133,75.94,10.53,11.28,2.26,0.0,0.0,0.0,0.0
2019-02-12T14:28:00Z,133,75.94,10.53,11.28,2.26,0.0,0.0,0.0,0.0
2019-02-16T04:27:00Z,134,75.37,10.45,11.19,2.24,0.75,0.0,0.0,0.0
2019-04-05T09:51:00Z,135,75.56,10.37,11.11,2.22,0.74,0.0,0.0,0.0
2019-04-05T09:54:00Z,136,75.74,10.29,11.03,2.21,0.74,0.0,0.0,0.0
2019-04-26T01:55:00Z,137,75.91,10.22,10.95,2.19,0.73,0.0,0.0,0.0
2019-05-03T06:37:00Z,138,76.09,10.14,10.87,2.17,0.72,0.0,0.0,0.0
2019-05-13T11:58:00Z,139,75.54,10.79,10.79,2.16,0.72,0.0,0.0,0.0
2019-05-14T02:28:00Z,140,75.0,11.43,10.71,2.14,0.71,0.0,0.0,0.0
2019-05-15T06:58:00Z,141,74.47,11.35,10.64,2.13,0.71,0.0,0.0,0.71
2019-05-15T23:38:00Z,142,73.94,11.27,10.56,2.11,0.7,0.0,0.0,1.41
2019-05-16T05:28:00Z,143,74.13,11.19,10.49,2.1,0.7,0.0,0.0,1.4
2019-05-18T02:59:00Z,144,73.61,11.81,10.42,2.08,0.69,0.0,0.0,1.39
2019-06-17T16:38:00Z,145,73.1,11.72,11.03,2.07,0.69,0.0,0.0,1.38
2019-06-23T05:54:00Z,146,73.29,11.64,10.96,2.05,0.68,0.0,0.0,1.37
2019-06-23T05:55:00Z,147,73.47,11.56,10.88,2.04,0.68,0.0,0.0,1.36
2019-06-26T02:36:00Z,148,73.65,11.49,10.81,2.03,0.68,0.0,0.0,1.35
2019-06-26T07:31:00Z,149,73.83,11.41,10.74,2.01,0.67,0.0,0.0,1.34
2019-07-30T09:30:00Z,150,74.0,11.33,10.67,2.0,0.67,0.0,0.0,1.33
2019-07-30T09:31:00Z,151,74.17,11.26,10.6,1.99,0.66,0.0,0.0,1.32
2019-08-10T03:35:00Z,152,74.34,11.18,10.53,1.97,0.66,0.0,0.0,1.32
2019-08-30T06:35:00Z,153,74.51,11.11,10.46,1.96,0.65,0.0,0.0,1.31
2019-09-09T13:11:00Z,154,74.68,11.04,10.39,1.95,0.65,0.0,0.0,1.3
2019-09-09T13:25:00Z,155,74.84,10.97,10.32,1.94,0.65,0.0,0.0,1.29
2019-09-10T09:44:00Z,156,74.36,10.9,10.9,1.92,0.64,0.0,0.0,1.28
2019-09-14T04:36:00Z,157,73.89,11.46,10.83,1.91,0.64,0.0,0.0,1.27
2019-09-14T06:11:00Z,158,73.42,12.03,10.76,1.9,0.63,0.0,0.0,1.27
2019-09-14T10:31:00Z,159,73.58,11.95,10.69,1.89,0.63,0.0,0.0,1.26
2019-09-27T06:31:00Z,160,73.75,11.88,10.62,1.88,0.62,0.0,0.0,1.25
2019-09-27T06:37:00Z,161,73.91,11.8,10.56,1.86,0.62,0.0,0.0,1.24
2019-09-27T06:44:00Z,162,73.46,12.35,10.49,1.85,0.62,0.0,0.0,1.23
2019-09-30T05:56:00Z,163,73.62,12.27,10.43,1.84,0.61,0.0,0.0,1.23
2019-10-05T03:08:00Z,164,73.78,12.2,10.37,1.83,0.61,0.0,0.0,1.22
2019-10-12T05:49:00Z,165,73.94,12.12,10.3,1.82,0.61,0.0,0.0,1.21
2019-10-26T00:50:00Z,166,74.1,12.05,10.24,1.81,0.6,0.0,0.0,1.2
2019-11-11T06:27:00Z,167,74.25,11.98,10.18,1.8,0.6,0.0,0.0,1.2
2019-12-20T07:08:00Z,168,74.4,11.9,10.12,1.79,0.6,0.0,0.0,1.19
2019-12-20T07:19:00Z,169,74.56,11.83,10.06,1.78,0.59,0.0,0.0,1.18
2019-12-21T00:15:00Z,170,74.71,11.76,10.0,1.76,0.59,0.0,0.0,1.18
2020-01-23T12:52:00Z,171,74.27,12.28,9.94,1.75,0.58,0.0,0.0,1.17
2020-01-23T13:13:00Z,172,74.42,12.21,9.88,1.74,0.58,0.0,0.0,1.16
2020-01-24T04:44:00Z,173,73.99,12.72,9.83,1.73,0.58,0.0,0.0,1.16
2020-01-24T04:51:00Z,174,74.14,12.64,9.77,1.72,0.57,0.0,0.0,1.15
2020-01-24T05:21:00Z,175,73.71,13.14,9.71,1.71,0.57,0.0,0.0,1.14
2020-01-24T07:54:00Z,176,73.86,13.07,9.66,1.7,0.57,0.0,0.0,1.14
2020-01-24T08:00:00Z,177,73.45,13.56,9.6,1.69,0.56,0.0,0.0,1.13
2020-01-24T08:04:00Z,178,73.6,13.48,9.55,1.69,0.56,0.0,0.0,1.12
2020-01-25T09:10:00Z,179,73.74,13.41,9.5,1.68,0.56,0.0,0.0,1.12
2020-01-25T09:17:00Z,180,73.33,13.89,9.44,1.67,0.56,0.0,0.0,1.11
2020-01-25T09:50:00Z,181,72.93,13.81,9.39,1.66,0.55,0.55,0.0,1.1
2020-01-26T10:43:00Z,182,72.53,13.74,9.89,1.65,0.55,0.55,0.0,1.1
2020-02-01T03:06:00Z,183,72.13,14.21,9.84,1.64,0.55,0.55,0.0,1.09
2020-02-01T04:29:00Z,184,72.28,14.13,9.78,1.63,0.54,0.54,0.0,1.09
2020-02-04T05:12:00Z,185,71.89,14.59,9.73,1.62,0.54,0.54,0.0,1.08
2020-02-04T23:09:00Z,186,71.51,14.52,9.68,2.15,0.54,0.54,0.0,1.08
2020-02-06T01:56:00Z,187,71.12,14.97,9.63,2.14,0.53,0.53,0.0,1.07
2020-02-19T08:22:00Z,188,71.28,14.89,9.57,2.13,0.53,0.53,0.0,1.06
2020-02-21T00:35:00Z,189,70.9,15.34,9.52,2.12,0.53,0.53,0.0,1.06
2020-02-26T11:15:00Z,190,71.05,15.26,9.47,2.11,0.53,0.53,0.0,1.05
2020-02-27T05:43:00Z,191,71.2,15.18,9.42,2.09,0.52,0.52,0.0,1.05
2020-03-01T11:45:00Z,192,70.83,15.62,9.38,2.08,0.52,0.52,0.0,1.04
2020-03-06T06:53:00Z,193,70.98,15.54,9.33,2.07,0.52,0.52,0.0,1.04
2020-03-12T02:11:00Z,194,71.13,15.46,9.28,2.06,0.52,0.52,0.0,1.03
2020-03-12T06:53:00Z,195,71.28,15.38,9.23,2.05,0.51,0.51,0.0,1.03
2020-03-12T06:55:00Z,196,71.43,15.31,9.18,2.04,0.51,0.51,0.0,1.02
2020-03-15T01:59:00Z,197,71.57,15.23,9.14,2.03,0.51,0.51,0.0,1.02
2020-03-15T11:36:00Z,198,71.21,15.66,9.09,2.02,0.51,0.51,0.0,1.01
2020-04-02T07:07:00Z,199,71.36,15.58,9.05,2.01,0.5,0.5,0.0,1.01
2020-04-05T04:49:00Z,200,71.5,15.5,9.0,2.0,0.5,0.5,0.0,1.0
2020-04-05T08:55:00Z,201,71.64,15.42,8.96,1.99,0.5,0.5,0.0,1.0
2020-04-05T10:18:00Z,202,71.78,15.35,8.91,1.98,0.5,0.5,0.0,0.99
2020-04-09T05:43:00Z,203,71.92,15.27,8.87,1.97,0.49,0.49,0.0,0.99
2020-04-12T02:07:00Z,204,72.06,15.2,8.82,1.96,0.49,0.49,0.0,0.98
2020-04-12T02:40:00Z,205,71.71,15.61,8.78,1.95,0.49,0.49,0.0,0.98
2020-04-15T02:53:00Z,206,71.84,15.53,8.74,1.94,0.49,0.49,0.0,0.97
2020-04-15T04:25:00Z,207,71.98,15.46,8.7,1.93,0.48,0.48,0.0,0.97
2020-04-16T21:51:00Z,208,72.12,15.38,8.65,1.92,0.48,0.48,0.0,0.96
2020-04-16T22:00:00Z,209,72.25,15.31,8.61,1.91,0.48,0.48,0.0,0.96
2020-04-18T03:17:00Z,210,72.38,15.24,8.57,1.9,0.48,0.48,0.0,0.95
2020-04-18T04:24:00Z,211,72.51,15.17,8.53,1.9,0.47,0.47,0.0,0.95
2020-04-23T04:27:00Z,212,72.64,15.09,8.49,1.89,0.47,0.47,0.0,0.94
2020-04-26T05:26:00Z,213,72.77,15.02,8.45,1.88,0.47,0.47,0.0,0.94
2020-04-27T04:29:00Z,214,72.9,14.95,8.41,1.87,0.47,0.47,0.0,0.93
2020-05-02T07:45:00Z,215,72.56,15.35,8.37,1.86,0.47,0.47,0.0,0.93
2020-05-03T05:24:00Z,216,72.69,15.28,8.33,1.85,0.46,0.46,0.0,0.93
2020-05-04T07:33:00Z,217,72.35,15.67,8.29,1.84,0.46,0.46,0.0,0.92
2020-05-10T04:20:00Z,218,72.02,16.06,8.26,1.83,0.46,0.46,0.0,0.92
2020-05-10T04:37:00Z,219,72.15,15.98,8.22,1.83,0.46,0.46,0.0,0.91
2020-05-10T05:41:00Z,220,71.82,15.91,8.64,1.82,0.45,0.45,0.0,0.91
2020-05-10T06:12:00Z,221,71.95,15.84,8.6,1.81,0.45,0.45,0.0,0.9
2020-05-10T08:00:00Z,222,72.07,15.77,8.56,1.8,0.45,0.45,0.0,0.9
2020-05-10T09:08:00Z,223,72.2,15.7,8.52,1.79,0.45,0.45,0.0,0.9
2020-05-13T03:14:00Z,224,72.32,15.62,8.48,1.79,0.45,0.45,0.0,0.89
2020-05-13T03:35:00Z,225,72.44,15.56,8.44,1.78,0.44,0.44,0.0,0.89
2020-05-13T06:53:00Z,226,72.57,15.49,8.41,1.77,0.44,0.44,0.0,0.88
2020-05-13T07:32:00Z,227,72.69,15.42,8.37,1.76,0.44,0.44,0.0,0.88
2020-05-13T07:53:00Z,228,72.37,15.79,8.33,1.75,0.44,0.44,0.0,0.88
2020-05-14T02:57:00Z,229,72.49,15.72,8.3,1.75,0.44,0.44,0.0,0.87
2020-05-14T03:42:00Z,230,72.61,15.65,8.26,1.74,0.43,0.43,0.0,0.87
2020-05-16T03:39:00Z,231,72.73,15.58,8.23,1.73,0.43,0.43,0.0,0.87
2020-05-17T07:24:00Z,232,72.84,15.52,8.19,1.72,0.43,0.43,0.0,0.86
2020-05-17T07:30:00Z,233,72.96,15.45,8.15,1.72,0.43,0.43,0.0,0.86
2020-05-17T08:18:00Z,234,73.08,15.38,8.12,1.71,0.43,0.43,0.0,0.85
2020-05-17T08:22:00Z,235,73.19,15.32,8.09,1.7,0.43,0.43,0.0,0.85
2020-05-18T02:17:00Z,236,73.31,15.25,8.05,1.69,0.42,0.42,0.0,0.85
2020-05-19T06:26:00Z,237,73.42,15.19,8.02,1.69,0.42,0.42,0.0,0.84
2020-05-19T07:26:00Z,238,73.11,15.55,7.98,1.68,0.42,0.42,0.0,0.84
2020-05-20T04:13:00Z,239,72.8,15.9,7.95,1.67,0.42,0.42,0.0,0.84
2020-05-22T04:17:00Z,240,72.92,15.83,7.92,1.67,0.42,0.42,0.0,0.83
2020-05-23T07:40:00Z,241,73.03,15.77,7.88,1.66,0.41,0.41,0.0,0.83
2020-05-25T03:04:00Z,242,72.73,16.12,7.85,1.65,0.41,0.41,0.0,0.83
2020-05-25T03:28:00Z,243,72.43,16.46,7.82,1.65,0.41,0.41,0.0,0.82
2020-06-05T04:03:00Z,244,72.13,16.8,7.79,1.64,0.41,0.41,0.0,0.82
2020-06-05T05:00:00Z,245,71.84,17.14,7.76,1.63,0.41,0.41,0.0,0.82
2020-06-05T07:51:00Z,246,71.95,17.07,7.72,1.63,0.41,0.41,0.0,0.81
2020-06-05T07:57:00Z,247,72.06,17.0,7.69,1.62,0.4,0.4,0.0,0.81
2020-06-06T05:32:00Z,248,71.77,17.34,7.66,1.61,0.4,0.4,0.0,0.81
2020-06-06T23:54:00Z,249,71.89,17.27,7.63,1.61,0.4,0.4,0.0,0.8
2020-06-08T01:50:00Z,250,72.0,17.2,7.6,1.6,0.4,0.4,0.0,0.8
2020-06-08T03:28:00Z,251,72.11,17.13,7.57,1.59,0.4,0.4,0.0,0.8
2020-06-08T12:45:00Z,252,72.22,17.06,7.54,1.59,0.4,0.4,0.0,0.79
2020-06-13T23:54:00Z,253,72.33,17.0,7.51,1.58,0.4,0.4,0.0,0.79
2020-06-14T05:09:00Z,254,72.44,16.93,7.48,1.57,0.39,0.39,0.0,0.79
2020-06-14T09:56:00Z,255,72.16,17.25,7.45,1.57,0.39,0.39,0.0,0.78
2020-06-14T10:00:00Z,256,72.27,17.19,7.42,1.56,0.39,0.39,0.0,0.78
2020-06-14T10:05:00Z,257,72.37,17.12,7.39,1.56,0.39,0.39,0.0,0.78
2020-06-14T10:18:00Z,258,72.09,17.44,7.36,1.55,0.39,0.39,0.0,0.78
2020-06-14T10:26:00Z,259,71.81,17.76,7.34,1.54,0.39,0.39,0.0,0.77
2020-06-14T10:29:00Z,260,71.54,18.08,7.31,1.54,0.38,0.38,0.0,0.77
2020-06-15T08:57:00Z,261,71.65,18.01,7.28,1.53,0.38,0.38,0.0,0.77
2020-06-16T02:19:00Z,262,71.37,18.32,7.25,1.53,0.38,0.38,0.0,0.76
2020-06-18T09:53:00Z,263,71.48,18.25,7.22,1.52,0.38,0.38,0.0,0.76
2020-06-18T10:05:00Z,264,71.59,18.18,7.2,1.52,0.38,0.38,0.0,0.76
2020-06-19T01:05:00Z,265,71.32,18.49,7.17,1.51,0.38,0.38,0.0,0.75
2020-06-19T05:00:00Z,266,71.05,18.8,7.14,1.5,0.38,0.38,0.0,0.75
2020-06-19T05:07:00Z,267,70.79,18.73,7.49,1.5,0.37,0.37,0.0,0.75
2020-06-20T14:32:00Z,268,70.52,18.66,7.46,1.49,0.75,0.37,0.0,0.75
2020-06-26T07:02:00Z,269,70.63,18.59,7.43,1.49,0.74,0.37,0.0,0.74
2020-07-09T08:12:00Z,270,70.74,18.52,7.41,1.48,0.74,0.37,0.0,0.74
2020-07-10T00:03:00Z,271,70.48,18.82,7.38,1.48,0.74,0.37,0.0,0.74
2020-07-10T03:28:00Z,272,70.59,18.75,7.35,1.47,0.74,0.37,0.0,0.74
2020-07-20T01:42:00Z,273,70.7,18.68,7.33,1.47,0.73,0.37,0.0,0.73
2020-07-26T10:45:00Z,274,70.8,18.61,7.3,1.46,0.73,0.36,0.0,0.73
2020-07-26T11:45:00Z,275,70.91,18.55,7.27,1.45,0.73,0.36,0.0,0.73
2020-07-26T12:25:00Z,276,70.65,18.84,7.25,1.45,0.72,0.36,0.0,0.72
2020-07-26T13:39:00Z,277,70.76,18.77,7.22,1.44,0.72,0.36,0.0,0.72
2020-07-26T22:45:00Z,278,70.5,19.06,7.19,1.44,0.72,0.36,0.0,0.72
2020-07-26T22:48:00Z,279,70.25,19.35,7.17,1.43,0.72,0.36,0.0,0.72
2020-07-26T22:51:00Z,280,70.0,19.64,7.14,1.43,0.71,0.36,0.0,0.71
2020-07-26T23:18:00Z,281,70.11,19.57,7.12,1.42,0.71,0.36,0.0,0.71
2020-07-31T04:52:00Z,282,69.86,19.86,7.09,1.42,0.71,0.35,0.0,0.71
2020-08-16T09:54:00Z,283,69.61,19.79,7.42,1.41,0.71,0.35,0.0,0.71
2020-08-17T00:56:00Z,284,69.72,19.72,7.39,1.41,0.7,0.35,0.0,0.7
2020-08-18T02:23:00Z,285,69.47,20.0,7.37,1.4,0.7,0.35,0.0,0.7
2020-08-23T05:59:00Z,286,69.58,19.93,7.34,1.4,0.7,0.35,0.0,0.7
2020-08-25T08:14:00Z,287,69.34,19.86,7.67,1.39,0.7,0.35,0.0,0.7
2020-09-08T03:25:00Z,288,69.1,20.14,7.64,1.39,0.69,0.35,0.0,0.69
2020-09-28T12:33:00Z,289,68.86,20.42,7.61,1.38,0.69,0.35,0.0,0.69
2020-10-01T11:52:00Z,290,68.62,20.69,7.59,1.38,0.69,0.34,0.0,0.69
2020-10-01T23:38:00Z,291,68.73,20.62,7.56,1.37,0.69,0.34,0.0,0.69
2020-10-03T06:43:00Z,292,68.84,20.55,7.53,1.37,0.68,0.34,0.0,0.68
2020-10-03T07:38:00Z,293,68.94,20.48,7.51,1.37,0.68,0.34,0.0,0.68
2020-10-03T07:45:00Z,294,68.71,20.41,7.48,1.36,1.02,0.34,0.0,0.68
2020-10-05T09:39:00Z,295,68.81,20.34,7.46,1.36,1.02,0.34,0.0,0.68
2020-10-05T23:23:00Z,296,68.92,20.27,7.43,1.35,1.01,0.34,0.0,0.68
2020-10-07T10:10:00Z,297,69.02,20.2,7.41,1.35,1.01,0.34,0.0,0.67
2020-10-07T11:51:00Z,298,69.13,20.13,7.38,1.34,1.01,0.34,0.0,0.67
2020-10-17T11:50:00Z,299,68.9,20.07,7.36,1.67,1.0,0.33,0.0,0.67
2020-10-23T05:58:00Z,300,68.67,20.0,7.67,1.67,1.0,0.33,0.0,0.67
2020-10-27T09:07:00Z,301,68.44,20.27,7.64,1.66,1.0,0.33,0.0,0.66
2020-10-31T02:19:00Z,302,68.21,20.53,7.62,1.66,0.99,0.33,0.0,0.66
2020-11-09T13:54:00Z,303,67.99,20.79,7.59,1.65,0.99,0.33,0.0,0.66
2020-11-09T14:18:00Z,304,68.09,20.72,7.57,1.64,0.99,0.33,0.0,0.66
2020-11-09T14:33:00Z,305,68.2,20.66,7.54,1.64,0.98,0.33,0.0,0.66
2020-11-09T14:43:00Z,306,68.3,20.59,7.52,1.63,0.98,0.33,0.0,0.65
2020-11-11T06:20:00Z,307,68.08,20.85,7.49,1.63,0.98,0.33,0.0,0.65
2020-11-16T03:26:00Z,308,68.18,20.78,7.47,1.62,0.97,0.32,0.0,0.65
2020-11-17T03:58:00Z,309,67.96,21.04,7.44,1.62,0.97,0.32,0.0,0.65
2020-11-17T06:40:00Z,310,67.74,20.97,7.74,1.61,0.97,0.32,0.0,0.65
