DateCreated,CumulativeStations
2023-06-26T10:52:00Z,806
2023-06-27T05:48:00Z,807
2023-06-27T22:27:00Z,808
2023-06-29T06:26:00Z,809
2023-06-30T17:31:00Z,810
2023-07-05T12:19:00Z,811
2023-07-06T13:42:00Z,812
2023-07-06T13:53:00Z,813
2023-07-06T13:56:00Z,814
2023-07-06T13:59:00Z,815
2023-07-06T23:14:00Z,816
2023-07-06T23:21:00Z,817
2023-07-06T23:26:00Z,818
2023-07-07T06:57:00Z,819
2023-07-07T07:01:00Z,820
2023-07-07T07:06:00Z,821
2023-07-07T07:11:00Z,822
2023-07-07T12:03:00Z,823
2023-07-07T13:00:00Z,824
2023-07-07T13:07:00Z,825
2023-07-08T09:48:00Z,826
2023-07-08T10:07:00Z,827
2023-07-08T10:32:00Z,828
2023-07-08T10:40:00Z,829
2023-07-08T10:45:00Z,830
2023-07-08T10:47:00Z,831
2023-07-08T10:49:00Z,832
2023-07-08T10:53:00Z,833
2023-07-08T10:56:00Z,834
2023-07-08T11:12:00Z,835
2023-07-08T11:14:00Z,836
2023-07-08T12:41:00Z,837
2023-07-08T15:04:00Z,838
2023-07-08T15:07:00Z,839
2023-07-08T15:10:00Z,840
2023-07-08T15:13:00Z,841
2023-07-08T15:15:00Z,842
2023-07-08T15:17:00Z,843
2023-07-12T14:18:00Z,844
2023-07-12T21:47:00Z,845
2023-07-12T21:55:00Z,846
2023-07-12T22:33:00Z,847
2023-07-12T23:06:00Z,848
2023-07-12T23:09:00Z,849
2023-07-12T23:13:00Z,850
2023-07-13T07:30:00Z,851
2023-07-13T07:35:00Z,852
2023-07-13T07:39:00Z,853
2023-07-13T07:43:00Z,854
2023-07-13T07:50:00Z,855
2023-07-13T07:59:00Z,856
2023-07-13T11:30:00Z,857
2023-07-14T05:53:00Z,858
2023-07-14T05:55:00Z,859
2023-07-14T05:57:00Z,860
2023-07-14T05:59:00Z,861
2023-07-14T06:03:00Z,862
2023-07-14T06:05:00Z,863
2023-07-14T06:08:00Z,864
2023-07-14T07:25:00Z,865
2023-07-14T07:26:00Z,866
2023-07-14T07:37:00Z,867
2023-07-14T13:41:00Z,868
2023-07-14T13:46:00Z,869
2023-07-14T13:49:00Z,870
2023-07-14T13:52:00Z,871
2023-07-14T13:54:00Z,872
2023-07-14T13:57:00Z,873
2023-07-14T13:59:00Z,874
2023-07-14T14:12:00Z,875
2023-07-14T14:14:00Z,876
2023-07-14T14:16:00Z,877
2023-07-14T14:20:00Z,878
2023-07-14T14:24:00Z,879
2023-07-14T14:26:00Z,880
2023-07-14T14:34:00Z,881
2023-07-15T02:19:00Z,882
2023-07-15T06:22:00Z,883
2023-07-15T06:46:00Z,884
2023-07-15T06:49:00Z,885
2023-07-15T06:53:00Z,886
2023-07-15T06:54:00Z,887
2023-07-15T06:56:00Z,888
2023-07-15T06:59:00Z,889
2023-07-15T07:03:00Z,890
2023-07-15T07:05:00Z,891
2023-07-15T07:12:00Z,892
2023-07-15T07:15:00Z,893
2023-07-15T07:25:00Z,894
2023-07-15T07:29:00Z,895
2023-07-15T07:35:00Z,896
2023-07-15T07:52:00Z,897
2023-07-15T07:56:00Z,898
2023-07-15T07:59:00Z,899
2023-07-15T08:58:00Z,900
2023-07-15T09:01:00Z,901
2023-07-15T09:04:00Z,902
2023-07-15T09:08:00Z,903
2023-07-15T09:11:00Z,904
2023-07-15T09:21:00Z,905
2023-07-15T09:24:00Z,906
2023-07-15T11:52:00Z,907
2023-07-15T11:57:00Z,908
2023-07-15T12:00:00Z,909
2023-07-15T12:06:00Z,910
2023-07-15T12:09:00Z,911
2023-07-15T12:12:00Z,912
2023-07-15T12:14:00Z,913
2023-07-15T12:17:00Z,914
2023-07-15T12:20:00Z,915
2023-07-15T12:24:00Z,916
2023-07-15T12:27:00Z,917
2023-07-15T13:24:00Z,918
2023-07-15T13:31:00Z,919
2023-07-15T13:39:00Z,920
2023-07-15T13:50:00Z,921
2023-07-15T13:52:00Z,922
2023-07-15T13:57:00Z,923
2023-07-15T13:59:00Z,924
2023-07-16T05:17:00Z,925
2023-07-16T06:18:00Z,926
2023-07-16T06:32:00Z,927
2023-07-16T12:33:00Z,928
2023-07-16T12:38:00Z,929
2023-07-16T12:41:00Z,930
2023-07-16T12:44:00Z,931
2023-07-16T12:49:00Z,932
2023-07-16T12:52:00Z,933
2023-07-16T12:54:00Z,934
2023-07-16T21:55:00Z,935
2023-07-16T21:58:00Z,936
2023-07-16T22:00:00Z,937
2023-07-16T22:02:00Z,938
2023-07-16T22:04:00Z,939
2023-07-16T22:06:00Z,940
2023-07-16T23:05:00Z,941
2023-07-16T23:09:00Z,942
2023-07-17T00:33:00Z,943
2023-07-17T06:46:00Z,944
2023-07-17T06:52:00Z,945
2023-07-17T06:54:00Z,946
2023-07-17T11:22:00Z,947
2023-07-17T12:19:00Z,948
2023-07-17T12:37:00Z,949
2023-07-17T12:39:00Z,950
2023-07-17T12:45:00Z,951
2023-07-17T12:51:00Z,952
2023-07-17T13:39:00Z,953
2023-07-19T13:03:00Z,954
2023-07-21T01:49:00Z,955
2023-07-25T10:37:00Z,956
2023-07-28T08:17:00Z,957
2023-07-28T08:24:00Z,958
2023-07-28T17:47:00Z,959
2023-07-29T09:44:00Z,960
2023-07-29T09:51:00Z,961
2023-07-29T09:57:00Z,962
2023-07-29T09:59:00Z,963
2023-07-29T10:02:00Z,964
2023-07-29T10:05:00Z,965
2023-07-29T10:08:00Z,966
2023-07-29T10:13:00Z,967
2023-07-29T10:22:00Z,968
2023-07-30T04:18:00Z,969
2023-07-30T05:33:00Z,970
2023-08-04T06:02:00Z,971
2023-08-04T22:53:00Z,972
2023-08-06T04:49:00Z,973
2023-08-08T00:02:00Z,974
2023-08-08T00:03:00Z,975
2023-08-09T11:24:00Z,976
2023-08-09T11:32:00Z,977
2023-08-09T11:35:00Z,978
2023-08-09T12:02:00Z,979
2023-08-09T12:08:00Z,980
2023-08-09T12:12:00Z,981
2023-08-09T12:14:00Z,982
2023-08-09T12:27:00Z,983
2023-08-09T12:33:00Z,984
2023-08-09T12:40:00Z,985
2023-08-09T12:45:00Z,986
2023-08-09T12:50:00Z,987
2023-08-09T12:52:00Z,988
2023-08-12T07:52:00Z,989
2023-08-13T07:47:00Z,990
2023-08-16T11:02:00Z,991
2023-08-16T11:04:00Z,992
2023-08-23T00:56:00Z,993
2023-08-23T12:16:00Z,994
2023-08-23T12:20:00Z,995
2023-08-23T12:21:00Z,996
2023-08-23T12:22:00Z,997
2023-08-23T23:37:00Z,998
2023-08-23T23:50:00Z,999
2023-08-23T23:59:00Z,1000
2023-08-25T10:56:00Z,1001
2023-08-25T11:02:00Z,1002
2023-08-27T13:25:00Z,1003
2023-08-29T23:58:00Z,1004
2023-08-31T11:09:00Z,1005
2023-08-31T11:13:00Z,1006
2023-08-31T12:04:00Z,1007
2023-08-31T12:09:00Z,1008
2023-08-31T12:10:00Z,1009
2023-08-31T12:12:00Z,1010
2023-09-01T07:29:00Z,1011
2023-09-01T11:09:00Z,1012
2023-09-02T04:01:00Z,1013
2023-09-03T06:44:00Z,1014
2023-09-04T13:12:00Z,1015
2023-09-07T05:51:00Z,1016
2023-09-07T09:30:00Z,1017
2023-09-07T09:36:00Z,1018
2023-09-08T03:19:00Z,1019
2023-09-08T03:22:00Z,1020
2023-09-09T22:23:00Z,1021
2023-09-10T10:40:00Z,1022
2023-09-11T14:18:00Z,1023
2023-09-14T06:39:00Z,1024
2023-09-15T15:41:00Z,1025
2023-09-15T23:56:00Z,1026
2023-09-18T14:17:00Z,1027
2023-09-19T06:24:00Z,1028
2023-09-24T07:47:00Z,1029
2023-09-30T02:26:00Z,1030
2023-10-01T05:34:00Z,1031
2023-10-02T13:05:00Z,1032
2023-10-05T08:51:00Z,1033
2023-10-07T11:11:00Z,1034
2023-10-09T22:14:00Z,1035
2023-10-09T22:20:00Z,1036
2023-10-14T04:02:00Z,1037
2023-10-14T04:11:00Z,1038
2023-10-15T11:10:00Z,1039
2023-10-15T11:34:00Z,1040
2023-10-18T15:32:00Z,1041
2023-10-18T16:02:00Z,1042
2023-11-17T02:47:00Z,1043
2023-11-17T02:51:00Z,1044
2023-11-17T09:35:00Z,1045
2023-11-17T09:38:00Z,1046
2023-11-21T12:54:00Z,1047
2023-11-21T14:56:00Z,1048
2023-11-22T00:46:00Z,1049
2023-11-22T15:42:00Z,1050
2023-11-25T10:22:00Z,1051
2023-11-26T08:42:00Z,1052
2023-11-29T11:16:00Z,1053
2023-12-01T12:30:00Z,1054
2023-12-01T23:46:00Z,1055
2023-12-02T03:44:00Z,1056
2023-12-17T10:01:00Z,1057
2023-12-20T09:15:00Z,1058
2023-12-26T16:03:00Z,1059
2023-12-29T04:45:00Z,1060
2023-12-30T23:34:00Z,1061
2024-01-06T02:10:00Z,1062
2024-01-06T04:44:00Z,1063
2024-01-17T07:06:00Z,1064
2024-01-17T07:11:00Z,1065
2024-01-17T07:18:00Z,1066
2024-01-17T18:48:00Z,1067
2024-02-06T12:41:00Z,1068
