Name,Latitude,Longitude,TotalConnections,AveragePowerOutput,DateCreated
Arkaroola Road,-30.311578112924515,139.33620167274148,1,22.0,2023-11-17T02:47:00Z
Apex Energy Australia,-34.991588982756106,138.57595688588066,1,22.0,2023-11-17T02:51:00Z
Kimba Roadhouse - Chargefox,-33.14584,136.415203,1,150.0,2023-11-17T09:35:00Z
RRA Charge Wudinna Hall - Chargefox,-33.047159,135.461943,1,150.0,2023-11-17T09:38:00Z
BP Pulse Ferny Grove,-27.402355423317843,152.93697981150945,1,75.0,2023-11-21T12:54:00Z
Joondalup Fast Charger,-31.758081346597947,115.77145646090628,1,0,2023-11-21T14:56:00Z
Rocland Nuriootpa,-34.4602252,138.9866954,3,105.0,2023-11-22T00:46:00Z
Beatty Park Leisure Centre,-31.936258468207264,115.8497013709943,1,22.0,2023-11-22T15:42:00Z
Wells Street,-32.79758493806768,134.19831799463498,1,150.0,2023-11-25T10:22:00Z
Knutsford Village,-32.05199556827005,115.76493682476348,2,50.0,2023-11-26T08:42:00Z
Thornlie Square Mall,-32.05512902897771,115.96339054908071,3,0,2023-11-29T11:16:00Z
Overlander Roadhouse (WA EV Network),-26.41184549747159,114.46404594375008,2,36.0,2023-12-01T12:30:00Z
RAA Charge Wharflands,-32.48927,137.7612186,2,200.0,2023-12-01T23:46:00Z
RAA Charge Whyalla Westland Shopping Centre,-33.02641308008939,137.53226864294578,1,150.0,2023-12-02T03:44:00Z
Roma Explorer Inn,-26.575093433135848,148.80762514285902,1,22.0,2023-12-17T10:01:00Z
WA EV Netork - Bunbury,-33.32517168635446,115.642665842138,2,150.0,2023-12-20T09:15:00Z
Bairnsdale Coles,-37.82454530904592,147.6327352303539,1,250.0,2023-12-26T16:03:00Z
Coles Bairnsdale,-37.82480937950314,147.63246014953563,1,250.0,2023-12-29T04:45:00Z
Warnambool Tourist Information Centre,-38.389181,142.484993,2,50.0,2023-12-30T23:34:00Z
Car Park,-28.21747800470518,152.03115724286278,2,0,2024-01-06T02:10:00Z
Wyalkatchem Community Resource Center,-31.179597642152913,117.37944093832061,1,22.0,2024-01-06T04:44:00Z
Old Courthouse Museum ,-32.933670519982606,117.17677737808447,1,22.0,2024-01-17T07:06:00Z
Narrogin Memorial Park ,-32.934143432527556,117.17480124057863,1,22.0,2024-01-17T07:11:00Z
Narrogin Trailer Park,-32.937064398774,117.16399188426647,1,22.0,2024-01-17T07:18:00Z
Kojonup Supercharger,-33.83760753000146,117.15848196904221,1,250.0,2024-01-17T18:48:00Z
Marla,-27.303552224037652,133.6227445832953,1,15.0,2024-02-06T12:41:00Z
235 Argyle Street,-42.87494,147.32169,1,0,2014-11-29T05:39:00Z
650 Church Street Building 5,-37.8318863645605,144.995866953165,1,120.0,2014-12-11T06:04:00Z
Southland Medical Centre,-37.958611,145.057267,0,0,2015-01-13T10:14:00Z
100 St Kilda Rd,-37.82155,144.968518,1,0,2015-01-28T11:43:00Z
RAC Electric Highway Mandurah ,-32.527664807186866,115.72121359357834,3,35.666666666666664,2015-06-25T04:58:00Z
Symmonds Street Carpark,-33.323613307980935,115.63775926256562,3,35.733333333333334,2015-06-25T06:09:00Z
Busselton RAC,-33.6458309709066,115.34195677902198,3,35.733333333333334,2015-06-25T06:12:00Z
UWA DC FC Veefil,-31.9788128701367,115.819373130798,2,50.0,2015-06-25T05:35:00Z
Nissan Motor Co.,-38.02666154446849,145.20960330963135,1,0,2011-07-06T17:46:00Z
Crowne Plaza Terrigal,-33.4484777280442,151.445479384747,1,3.0,2015-09-12T18:46:00Z
Westfield Sydney - Valet Parking,-33.8694048813709,151.208287100525,1,7.6,2015-10-07T19:30:00Z
Park Hyatt Sydney,-33.8560032,151.2094239,1,7.6,2015-10-11T19:50:00Z
Evoenergy Visitor Carpark,-35.42275,149.072389,2,50.0,2016-01-09T00:02:00Z
City of Casey,-38.016591,145.292402,1,7.0,2016-01-12T10:00:00Z
St Kilda Town Hall,-37.8682677,144.9895699,2,2.95,2016-01-25T00:16:00Z
Mittagong NSW Main Street,-34.4499721,150.451723,1,7.2,2016-02-01T23:09:00Z
Tonsley Boulevard,-35.00825619441188,138.57490811884736,4,50.0,2016-03-03T12:28:00Z
Eucla Motor Hotel,-31.677182739271366,128.88337208224527,2,12.5,2016-05-09T22:49:00Z
Nullarbor Roadhouse Caravan Park,-31.4502257,130.8962769,1,22.0,2016-05-09T22:49:00Z
Border Village,-31.638741120034034,129.00329404080298,1,16.0,2016-05-09T22:49:00Z
Balladonia Hotel Motel,-32.351950707003716,123.61710184080994,2,22.0,2016-05-09T22:49:00Z
Norseman Oval,-32.19640258752865,121.77616249834006,1,22.0,2016-05-09T22:49:00Z
Southern Cross Oval,-31.2292014414001,119.328518825795,1,22.0,2016-05-09T22:49:00Z
CBH Group,-31.483285,118.249168,1,22.0,2016-05-09T22:49:00Z
Augusta Car Park RAC Electric Highway,-34.315148,115.158737,3,35.666666666666664,2016-05-09T22:49:00Z
Margaret River RAC Electric Highway,-33.95358142418849,115.070896629059,3,35.666666666666664,2016-05-09T22:49:00Z
Nannup Fast Charger,-33.979816,115.763459,3,47.666666666666664,2016-05-09T22:49:00Z
Dunsborough RAC Electric Highway,-33.616195,115.107246,3,35.666666666666664,2016-05-09T22:49:00Z
RAC Electric Highway Harvey,-33.079053,115.896327,3,35.666666666666664,2016-05-09T23:15:00Z
RAC Electric Highway Donnybrook,-33.574681033694176,115.82452538723692,4,37.5,2016-05-09T23:15:00Z
Stockland baldivis ,-32.332038197451894,115.81543780164884,2,14.5,2016-07-01T22:20:00Z
Psaros Depot,-31.9465882,115.8684012,1,7.0,2016-07-01T22:29:00Z
Cockburn Gateway Shopping City,-32.1311632744087,115.85675239563,1,22.0,2016-07-02T08:55:00Z
Crooked Carrot Cafe,-33.0212628,115.7344491,1,3.0,2016-07-02T23:05:00Z
Ballina Day Surgery,-28.8707201,153.5632833,1,22.0,2016-10-03T02:55:00Z
Feathertop Winery,-36.6758307,146.8883634,1,22.0,2016-11-18T00:22:00Z
Success Center ,-32.130421,115.853806,1,7.0,2016-12-02T12:15:00Z
Carnarvon Seachange Apartments,-24.8837684687111,113.655171378484,1,0,2017-01-06T07:48:00Z
Knockrow Supercharger,-28.749539,153.534722,1,120.0,2017-01-26T21:17:00Z
Port Macquarie Supercharger [Tesla],-31.4361,152.823582,1,120.0,2017-01-27T08:04:00Z
Wodonga Supercharger,-36.12386,146.889963,1,120.0,2017-01-29T16:21:00Z
Heatherbrae Supercharger [Tesla],-32.787812,151.727704,1,120.0,2017-01-29T17:30:00Z
Gundagai Supercharger [Tesla],-35.002106,148.109934,1,120.0,2017-01-30T13:07:00Z
Ballarat Supercharger,-37.534601,143.822503,1,120.0,2017-01-30T13:19:00Z
Goulburn Supercharger [Tesla],-34.755597,149.720984,1,120.0,2017-01-30T13:33:00Z
Derby Place,-33.88358,151.19153,1,0,2011-11-11T12:07:00Z
University Drive S Bruce ACT 2617,-35.24051,149.08711,1,0,2011-11-11T12:07:00Z
1 The Avenue,-31.937153,115.840552,1,7.7,2011-11-11T12:07:00Z
Cooma Supercharger,-36.235522,149.126794,1,120.0,2017-07-13T14:13:00Z
Bunnings Homebase Subiaco,-31.942718738540442,115.8213074905982,1,22.0,2017-08-09T07:07:00Z
Brisbane-Fortitude Valley,-27.451699,153.040473,1,120.0,2017-08-18T07:46:00Z
Keith Supercharger,-36.099082,140.355645,1,120.0,2017-09-27T19:23:00Z
Adelaide Supercharger,-34.927555,138.595225,1,120.0,2017-09-27T19:25:00Z
Clare Valley Supercharger [Tesla],-33.8485,138.618157,1,120.0,2017-09-27T19:28:00Z
Horsham Supercharger,-36.71591547781505,142.19650194656884,1,250.0,2017-09-27T19:31:00Z
Eaton Supercharger,-33.319629016842256,115.71772716499686,1,150.0,2017-10-05T05:31:00Z
Euroa Supercharger,-36.752887,145.573418,1,120.0,2017-11-02T06:45:00Z
Stockland Riverton Center,-32.0396593286931,115.904397939737,1,22.0,2018-01-12T04:48:00Z
Coffs Harbour Supercharger [Tesla],-30.281439,153.131666,1,120.0,2018-01-21T15:54:00Z
Round Cnr 494-500 Old Northern Road,-33.693647,151.018619,1,0,2012-05-01T20:38:00Z
