Name,Latitude,Longitude,TotalConnections,AveragePowerOutput,DateCreated
City of Adelaide EV Hub,-34.9275656868653,138.5951846838,4,43.0,2018-02-18T01:10:00Z
Summit Health Centre,-35.0812612,138.8692225,1,7.0,2018-02-18T01:10:00Z
Town Centre,-35.5538980228341,138.621958494186,1,7.0,2018-02-18T01:10:00Z
Goolwa Visitor Centre,-35.502923987621,138.784103393555,1,7.0,2018-02-18T01:10:00Z
Normanville Town Centre,-35.44700132829,138.318842053413,1,7.0,2018-02-18T01:10:00Z
Strathalbyn Visitor Information Centre,-35.2611352649743,138.891831636429,1,7.0,2018-02-18T01:10:00Z
Barker Reserve,-35.5576774380052,138.612383008003,1,7.0,2018-02-18T01:10:00Z
Adelaide Hills Business Centre,-34.9494963805521,138.87688100338,1,7.0,2018-02-18T01:10:00Z
Gawler Visitor Information Centre,-34.5964807070339,138.749830126762,1,6.6,2018-02-18T01:10:00Z
Office Building car park,-34.9782827782779,138.573560714722,1,6.6,2018-02-18T01:10:00Z
Burnside Shopping Centre,-34.9423509694796,138.641946315765,2,6.3,2018-02-18T13:52:00Z
Penneshaw Kangaroo Island,-35.7182945532347,137.938553094864,1,6.6,2018-02-18T13:52:00Z
Kingscote Kangaroo Island,-35.655587624348,137.638199329376,1,6.6,2018-02-18T13:52:00Z
Parndana Kangaroo Island,-35.7913961145384,137.263805866241,1,6.6,2018-02-18T13:52:00Z
Gawler Council Administration Centre,-34.597536084816,138.750350475311,1,6.6,2018-02-18T13:52:00Z
Fleurieu Automotive,-35.5579131000237,138.600490093231,1,0,2018-02-19T05:42:00Z
UPark on Grote Street,-34.9282342045162,138.596016168594,1,3.6,2018-02-19T21:18:00Z
Summit Community Centre,-34.9237435964961,138.72494995594,1,7.0,2018-02-21T06:54:00Z
Unley Nissan,-34.9561487480727,138.60754430294,1,6.6,2018-02-23T00:17:00Z
Organic Market and Cafe,-35.0055123951571,138.716045022011,2,6.6,2018-02-23T00:17:00Z
Tea Tree Plaza Transport Interchange Car Park,-34.8311586377413,138.695129156113,1,6.6,2018-02-23T00:17:00Z
Adelaide Airport Terminal Car Park,-34.9377511939248,138.536149263382,2,7.0,2018-02-23T02:00:00Z
Broadway Supercharger,-33.882995,151.194332,1,120.0,2018-02-23T07:01:00Z
Cooroy Station,-26.4178079482267,152.911369371053,3,40.666666666666664,2018-06-01T09:42:00Z
Maryborough QESH,-25.5395639,152.6987293,3,40.666666666666664,2018-06-01T10:05:00Z
Childers QESH,-25.235051698123705,152.27907294299166,3,40.666666666666664,2018-06-01T10:07:00Z
Miriam Vale QESH,-24.327315454004623,151.56053269510653,3,40.666666666666664,2018-06-01T10:12:00Z
Charles Darwin University - Car Park Orange C,-12.374576,130.869764,3,9.333333333333334,2018-07-02T11:02:00Z
Warmun Roadhouse,-17.017009491078326,128.21695086556724,1,22.0,2018-07-11T10:36:00Z
Kununurra Agricultural Show Grounds,-15.771180096780398,128.73165995397676,1,22.0,2018-07-11T13:41:00Z
Fitzroy Crossing BP Roadhouse,-18.196713,125.5629255,1,22.0,2018-07-11T13:43:00Z
Kimberley Entrance Caravan Park,-17.3073017,123.6264617,1,22.0,2018-07-12T19:38:00Z
Adelaide Central Market,-34.9298933132088,138.597212856214,1,22.0,2018-08-09T11:51:00Z
"Rundle UPark, Adelaide",-34.9229265290754,138.605967586439,1,22.0,2018-08-09T11:53:00Z
"Hindmarsh Square, Adelaide",-34.9244219745177,138.604937618177,1,22.0,2018-08-09T11:56:00Z
"Wyatt UPark, Adelaide",-34.9250025518746,138.604250972669,1,22.0,2018-08-09T12:00:00Z
"Light Square, Adelaide",-34.9255343,138.5946563,1,22.0,2018-08-09T12:02:00Z
"Topham UPark, Adelaide",-34.9255831251237,138.597405975263,1,22.0,2018-08-09T12:04:00Z
"Jerningham Street, North Adelaide",-34.9074752234107,138.605518610603,1,22.0,2018-08-09T12:07:00Z
Narooma Supercharger,-36.223136,150.128346,1,120.0,2018-10-11T14:28:00Z
Tamworth Supercharger,-31.1016479615861,150.9173432295,1,120.0,2018-12-23T02:15:00Z
Gold Coast Supercharger,-28.035361,153.427306,1,120.0,2019-01-02T21:41:00Z
Canberra Supercharger,-35.294304,149.190322,1,120.0,2019-01-02T21:55:00Z
Maroochydore Supercharger,-26.654159,153.087171,1,120.0,2019-01-03T07:52:00Z
Murray Bridge Visitor Information Centre,-35.1203280440309,139.276326843254,1,22.0,2019-01-09T06:03:00Z
Sea Gypsy Boutique Cafe,-24.7635262364691,152.406376500262,2,50.0,2019-01-22T05:30:00Z
Albany Highway,-32.01768180025333,115.93733402246494,0,0,2019-02-12T14:28:00Z
North Shore Hamilton Station [QLD Electric Superhighway],-27.4443374840838,153.083977603349,5,44.4,2019-02-16T04:27:00Z
Dubbo Supercharger [Tesla],-32.24995,148.609182,1,120.0,2019-04-05T09:51:00Z
Bathurst Supercharger,-33.41910934956461,149.58664011817848,1,120.0,2019-04-05T09:54:00Z
Hobart Central Car Park,-42.8812069603813,147.324060134641,1,7.0,2019-04-26T01:55:00Z
Macquarie Point Car Park,-42.880712589104,147.337127709596,1,22.0,2019-05-03T06:37:00Z
Narrandera Marie Bashir Park [NRMA],-34.7465700926125,146.550239228691,2,50.0,2019-05-13T11:58:00Z
Paterson St East Car Park,-41.4359929336476,147.139492094509,2,50.0,2019-05-14T02:28:00Z
Chargefox - Euroa,-36.7430554636255,145.59112372251286,8,206.25,2019-05-15T06:58:00Z
Chargefox - Barnawartha North,-36.0741629913788,146.72714760942472,8,168.75,2019-05-15T23:38:00Z
Mount Field Visitor Centre,-42.681838541884,146.716543290624,1,22.0,2019-05-16T05:28:00Z
Greensborough Plaza,-37.7021622916574,145.102334661124,2,22.0,2019-05-18T02:59:00Z
PCYC Car Park,-33.75028109544636,151.28666346345153,3,7.0,2019-06-17T16:38:00Z
Central Coast Supercharger [Tesla],-33.309014,151.421114,1,120.0,2019-06-23T05:54:00Z
Berry Supercharger,-34.808254,150.636711,1,120.0,2019-06-23T05:55:00Z
Gillies Street North,-37.535211492512,143.823742199547,1,6.6,2019-06-26T02:36:00Z
Frosty Mango,-18.9477734155894,146.27998683444,1,22.0,2019-06-26T07:31:00Z
Ovens Supercharger,-36.587007,146.759301,1,120.0,2019-07-30T09:30:00Z
Hollydene Supercharger [Tesla],-32.447359,150.83232,1,120.0,2019-07-30T09:31:00Z
Tastebuds Tesla Charger,-33.6893362215631,151.224097191251,1,22.0,2019-08-10T03:35:00Z
Forest Hill Chase Shopping Centre,-37.835025723717706,145.1632775004582,1,22.0,2019-08-30T06:35:00Z
Jax EV @ Warrawong Plaza,-34.4868830425302,150.890772967401,1,22.0,2019-09-09T13:11:00Z
Figtree Grove Shopping Centre ,-34.43743163189117,150.86340370780567,1,22.0,2019-09-09T13:25:00Z
Innovation Campus - University of Wollongong,-34.4001296638524,150.899792063266,3,94.48333333333333,2019-09-10T09:44:00Z
Wollongong Central - P1 Basement Car Park,-34.4233979669063,150.892280394333,2,22.0,2019-09-14T04:36:00Z
Stockland Shellharbour Shopping Centre ( Shellharbour Square) - West,-34.563672909556324,150.83831953671825,2,7.2,2019-09-14T06:11:00Z
Stockland,-34.5636660185915,150.838163461777,1,7.2,2019-09-14T10:31:00Z
Huonville Council Car Park,-43.0295087004578,147.048364455859,1,22.0,2019-09-27T06:31:00Z
Great Western Tiers Visitor Centre,-41.5235226403948,146.651256368762,1,22.0,2019-09-27T06:37:00Z
Mood Food Kempton,-42.5132541040641,147.189112740537,2,50.0,2019-09-27T06:44:00Z
Alkimos Shopping Center ,-31.620443448912305,115.68685197927107,1,22.0,2019-09-30T05:56:00Z
McDonald's,-31.9008869,116.163497,1,7.0,2019-10-05T03:08:00Z
Bendigo,-36.774539,144.306478,1,120.0,2019-10-12T05:49:00Z
Woolworths Prestons,-33.9521597232138,150.855589807906,1,6.6,2019-10-26T00:50:00Z
McCarthy Prestige,-31.979331,115.78509,1,22.0,2019-11-11T06:27:00Z
River Street Car Park,-30.705982487531593,152.9193924982759,1,22.0,2019-12-20T07:08:00Z
Ridge Street Parking,-30.642316,153.003713,1,22.0,2019-12-20T07:19:00Z
Stokes and Renk,-31.9471073397873,115.82908593542061,1,3.8,2019-12-21T00:15:00Z
Floreat Beach,-31.929295412938984,115.75608933968465,2,22.0,2020-01-23T12:52:00Z
Leederville Memorial Gardens,-31.94026371815405,115.83768103158661,1,11.0,2020-01-23T13:13:00Z
Toodyay Shire,-31.55077625511821,116.46758905677257,2,22.0,2020-01-24T04:44:00Z
Goomalling Railway Station,-31.297932355982823,116.82735840901171,1,22.0,2020-01-24T04:51:00Z
Primewest Gwelup,-31.87637320132322,115.79758574847699,2,36.0,2020-01-24T05:21:00Z
Wild West Hyundai,-31.795188,115.815028,1,7.2,2020-01-24T07:54:00Z
EV Works,-31.804428385948206,115.837026652119,2,7.2,2020-01-24T08:00:00Z
Wanneroo Civic Centre,-31.748960847062506,115.80648266974981,1,22.0,2020-01-24T08:04:00Z
Horizon Power Bentley Head Office,-31.995196035136118,115.89250825694853,1,22.0,2020-01-25T09:10:00Z
Cockburn City Central,-32.12558890490318,115.85699810485858,2,50.0,2020-01-25T09:17:00Z
Bayshore Drive,-28.631451697887982,153.5823891501135,6,22.0,2020-01-25T09:50:00Z
Gundagai [Chargefox],-35.00224745809482,148.10981543670277,3,150.0,2020-01-26T10:43:00Z
Williams Woolshed,-33.0251679447563,116.878630733403,2,11.0,2020-02-01T03:06:00Z
Brookton Roadhouse,-32.36587280589187,117.00898342794426,1,22.0,2020-02-01T04:29:00Z
Cockburn City,-32.10025888377409,115.78420217798998,2,7.0,2020-02-04T05:12:00Z
RAC electric highway - Bridgetown,-33.959312716778186,116.13826934719259,4,37.5,2020-02-04T23:09:00Z
Wallsend [NRMA],-32.90294720367186,151.66968441053905,2,50.0,2020-02-06T01:56:00Z
McDonald's Drive-Thru Armadale,-32.15002076557034,116.01893455966706,1,22.0,2020-02-19T08:22:00Z
Chargefox Kings Meadows,-41.468256846135944,147.158722496525,2,225.0,2020-02-21T00:35:00Z
Boddington Shire,-32.801926832445744,116.47539431242421,1,22.0,2020-02-26T11:15:00Z
Northern Festival Centre,-33.179316696241735,138.00736879304156,1,22.0,2020-02-27T05:43:00Z
Chargefox Keith,-36.105205,140.3619871,2,350.0,2020-03-01T11:45:00Z
Toowoomba Supercharger,-27.578133,151.947179,1,120.0,2020-03-06T06:53:00Z
Supa Centa Moore Park,-33.902079196334896,151.215231409333,1,17.0,2020-03-12T02:11:00Z
Macquarie Supercharger,-33.777782,151.12275,1,150.0,2020-03-12T06:53:00Z
Moonee Ponds,-37.765834,144.923586,1,120.0,2020-03-12T06:55:00Z
Mudgee Information Centre,-32.59016784631479,149.58522431603365,1,22.0,2020-03-15T01:59:00Z
Lithgow Workmen's Club,-33.477936640057756,150.1611263067623,2,50.0,2020-03-15T11:36:00Z
Caltex North Dandalup Roadhouse,-32.522297898787784,115.9702834262232,1,11.0,2020-04-02T07:07:00Z
Scarborough Beach,-31.89710003597446,115.75659494675551,1,11.0,2020-04-05T04:49:00Z
Camberwell Supercharger,-37.828482,145.056346,1,120.0,2020-04-05T08:55:00Z
Merredin Regional Community and Leisure Center ,-31.475517326357796,118.27975016592279,1,22.0,2020-04-05T10:18:00Z
Gympie Supercharger [Tesla],-26.188745,152.661613,1,120.0,2020-04-09T05:43:00Z
Meander Valley Council,-41.527973,146.830558,1,22.0,2020-04-12T02:07:00Z
House of Anvers,-41.218329,146.412456,2,22.0,2020-04-12T02:40:00Z
Evermore Apartments ,-32.05759769024401,115.77214028673814,1,0,2020-04-15T02:53:00Z
Claremont Oval,-31.977032818415754,115.78304237287674,1,7.0,2020-04-15T04:25:00Z
Reid Promenade Car Park,-31.7424275967972,115.77324685429267,1,7.0,2020-04-16T21:51:00Z
Lakeside Joondalup - Myer Carpark,-31.74549358265488,115.76561953721364,1,22.0,2020-04-16T22:00:00Z
Magic Renault ,-32.04627041090647,115.80933760680762,1,7.0,2020-04-18T03:17:00Z
Sundance Apartments,-31.89732867830553,115.7595320223254,1,7.0,2020-04-18T04:24:00Z
Kent Street,-32.27613083950689,115.73170060698915,1,22.0,2020-04-23T04:27:00Z
McDonalds Forrestdale,-32.144116800000226,115.97396209999556,1,22.0,2020-04-26T05:26:00Z
Lakeside Cinema,-31.742737409688292,115.76718203734212,1,22.0,2020-04-27T04:29:00Z
Cowra Regional Art Gallery,-33.834079627444765,148.6943533458998,2,50.0,2020-05-02T07:45:00Z
Clarkson Nissan ,-31.68809762511073,115.7161756692653,1,22.0,2020-05-03T05:24:00Z
CD Dodd,-31.97294082811414,115.98907588052926,2,120.0,2020-05-04T07:33:00Z
Ellenbrook Central,-31.783066643431578,115.97051468688619,2,22.0,2020-05-10T04:20:00Z
Edgecombe Brothers,-31.795210554294098,115.99853463481739,1,8.0,2020-05-10T04:37:00Z
Swan City DC Charger,-31.886353399634253,116.00339496519044,3,40.666666666666664,2020-05-10T05:41:00Z
Midland City Nissan,-31.891951355458772,116.01811740022458,1,22.0,2020-05-10T06:12:00Z
Rowland St Car Park - REV subiaco ,-31.949523738615166,115.82315269868431,1,4.8,2020-05-10T08:00:00Z
Tang Computers,-31.90654180015615,115.82812853168308,1,22.0,2020-05-10T09:08:00Z
CPP Mayfair St,-31.9474687574798,115.84121108698467,1,22.0,2020-05-13T03:14:00Z
CPP Regal Place,-31.95299016062215,115.87730279047679,1,22.0,2020-05-13T03:35:00Z
Garden City Shopping Centre,-32.034642790058726,115.83481653094255,1,22.0,2020-05-13T06:53:00Z
Sabina Appartments ,-32.011964644149295,115.85021724873448,1,22.0,2020-05-13T07:32:00Z
"Woolworths,  Mt Pleasant ",-32.016031144615816,115.8432043135993,2,22.0,2020-05-13T07:53:00Z
CPP Perth Concert Hall,-31.95857146833736,115.86358227192068,1,22.0,2020-05-14T02:57:00Z
Bassendean Child Health Centre,-31.903624353028743,115.95016778457533,1,22.0,2020-05-14T03:42:00Z
CPP - PCEC,-31.95537674384358,115.84790300821453,1,22.0,2020-05-16T03:39:00Z
Morley City Hyundai,-31.90212051387122,115.90401325385636,1,7.0,2020-05-17T07:24:00Z
Morley City Nissan,-31.902143395175678,115.90491020836465,1,22.0,2020-05-17T07:30:00Z
Osborne Park Nissan,-31.90571781716487,115.81021062109228,1,22.0,2020-05-17T08:18:00Z
Osborne Park Hyundai,-31.905269149199228,115.80909029387806,1,7.0,2020-05-17T08:22:00Z
Wangaree Park Lancelin,-31.020574101465478,115.33270273431788,1,22.0,2020-05-18T02:17:00Z
Footprints Resort,-32.881536,115.656798,1,22.0,2020-05-19T06:26:00Z
"Central Car Park,  Collie ",-33.358825170466076,116.15287413831442,2,50.0,2020-05-19T07:26:00Z
DFO Perth,-31.939845427827045,115.94895311025994,2,7.0,2020-05-20T04:13:00Z
Jubilee Oval and Showgrounds ,-31.65111734318809,116.67845947514633,1,20.0,2020-05-22T04:17:00Z
Central Wheatbelt Visitor Centre,-31.48210033235818,118.2787933598956,1,22.0,2020-05-23T07:40:00Z
Gemtek - Botanical Apartments,-31.94460074534195,115.8186954975713,2,22.0,2020-05-25T03:04:00Z
Gemtek - Crest Apartments,-31.961098485121425,115.90120243027431,2,22.0,2020-05-25T03:28:00Z
Tianqi Lithium,-32.215538271732825,115.77737736526483,2,22.0,2020-06-05T04:03:00Z
Terminal Road,-31.982563566447936,115.9578823206225,2,22.0,2020-06-05T05:00:00Z
Mondo Nougat,-31.83701675378689,116.01669764592862,1,14.0,2020-06-05T07:51:00Z
Swan Settlers Market,-31.835335801510958,116.02163921400734,1,22.0,2020-06-05T07:57:00Z
Home Timber and Hardware,-33.8344831718447,117.15986299339417,2,22.0,2020-06-06T05:32:00Z
Pinnacles Edge Resort,-30.50042161510722,115.06929335774998,1,22.0,2020-06-06T23:54:00Z
"Georges River Council, Carlton Depot",-33.96493620946319,151,1,22.0,2020-06-08T01:50:00Z
Charles Street Parking/Charging,-33.91148886722056,151.11746314177572,1,7.0,2020-06-08T03:28:00Z
Canterbury Bankstown Council,-33.90764109899798,151.1039129846189,1,7.0,2020-06-08T12:45:00Z
Audi Centre,-31.91527,115.819405,1,50.0,2020-06-13T23:54:00Z
Secure Park Vulture St,-27.482560362924623,153.02377995082816,1,3.6,2020-06-14T05:09:00Z
QUT Gardens Point,-27.476902453035308,153.0269055356573,2,50.0,2020-06-14T09:56:00Z
Secure Park Southpoint,-27.48099182955807,153.0228264563243,1,2.4,2020-06-14T10:00:00Z
Secure Park King St,-27.45265445273077,153.03259115103697,1,2.4,2020-06-14T10:05:00Z
Evie Networks Coochin Creek,-26.918077062069386,152.99684374211074,2,200.0,2020-06-14T10:18:00Z
QUT Kelvin Grove H Block,-27.4532038075587,153.01703431115823,2,50.0,2020-06-14T10:26:00Z
QUT Kelvin Grove Stadium Carpark,-27.44955360175527,153.0170891644923,2,50.0,2020-06-14T10:29:00Z
Woodlands Wines,-33.78702282277545,115.0311330653251,1,11.0,2020-06-15T08:57:00Z
Batemans Bay Visitor Centre [NRMA],-35.70850475831435,150.175530096314,2,50.0,2020-06-16T02:19:00Z
Bunnings Newstead Carpark,-27.44310701845047,153.0430958229631,1,2.4,2020-06-18T09:53:00Z
Wellington Road,-27.48968765181067,153.03922109290193,1,22.0,2020-06-18T10:05:00Z
Mood Food New Norfolk,-42.779254,147.06114,2,50.0,2020-06-19T01:05:00Z
Scottsdale Art Gallery Cafe,-41.16207910064335,147.51460793852254,2,50.0,2020-06-19T05:00:00Z
Sheffield Visitor Information Centre,-41.38281497841444,146.32488863214598,3,23.333333333333332,2020-06-19T05:07:00Z
Chargefox Airport West,-37.71364567547256,144.88569078594128,5,110.0,2020-06-20T14:32:00Z
Bell Park car park,-27.179802780477594,151.2689719635373,1,22.0,2020-06-26T07:02:00Z
YellowGum Bed and Breakfast,-33.68594917013392,117.55878912722824,1,22.0,2020-07-09T08:12:00Z
Katanning Shire Visitors Center,-33.69137986156912,117.55573870330295,2,50.0,2020-07-10T00:03:00Z
Cottesloe Beach Chalets,-31.99480469222531,115.75302677350828,1,0,2020-07-10T03:28:00Z
Clarence City Council car park,-42.864154,147.36897,1,22.0,2020-07-20T01:42:00Z
Alicetronics Jaycar Stockist,-23.697528894585588,133.87873433180766,1,22.0,2020-07-26T10:45:00Z
Cradle Mountain Hotel,-41.573658229581895,145.93531430528242,1,11.0,2020-07-26T11:45:00Z
Wharf Road Carpark (Chargefox),-32.9258511308391,151.7789208904985,2,22.0,2020-07-26T12:25:00Z
Great North Trading Post,-32.990224952340206,151.1307728426591,1,22.0,2020-07-26T13:39:00Z
Picton [NRMA],-34.16820562741403,150.61093049806357,2,50.0,2020-07-26T22:45:00Z
Mittagong NRMA,-34.45002862260948,150.44244730477044,2,50.0,2020-07-26T22:48:00Z
Berry NRMA,-34.77545880729145,150.7008397292857,2,50.0,2020-07-26T22:51:00Z
Way Street,-27.38235199860268,153.03290081653495,1,7.0,2020-07-26T23:18:00Z
Nabiac [NRMA],-32.099110590575656,152.38136618875956,2,50.0,2020-07-31T04:52:00Z
Phoenix Holden,-31.79273449405545,115.81597745418549,1,3.8,2013-03-13T22:35:00Z
EV Shop,-31.8608,115.805476,2,3.6,2013-03-13T22:39:00Z
"Department of Biodiversity, Conservation and Attractions KMCSC",-31.996175311870495,115.88449479477242,1,7.0,2013-03-17T13:37:00Z
Elder St - City of Perth Parking,-31.949440307195434,115.85039019584656,2,14.5,2013-03-22T13:14:00Z
Shacks Holden,-32.046135,115.751576,1,3.8,2013-03-23T07:53:00Z
Magic Kia / Renault,-32.04583613325877,115.80922963466207,1,22.0,2013-03-23T07:59:00Z
Stellar Violets,-34.282476,116.12846100000002,1,2.0,2013-03-23T22:46:00Z
Derwent Bridge Rest Area,-42.135775,146.229257,3,40.666666666666664,2020-08-16T09:54:00Z
TUU Car Park,-42.902797,147.324839,1,22.0,2020-08-17T00:56:00Z
Roe St - City of Perth Parking,-31.94861599999999,115.85699699999998,1,22.0,2013-03-28T09:30:00Z
Evie Networks - Campbell Town,-41.929229,147.494481,2,225.0,2020-08-18T02:23:00Z
Citiplace Community Centre Parking,-31.95144307350448,115.86082935333252,1,22.0,2013-03-28T09:32:00Z
His Majesty's - Carpark,-31.95201699999999,115.85426200000006,1,22.0,2013-03-28T09:34:00Z
Pier Street - City of Perth Parking,-31.9537826133991,115.862819552422,2,14.5,2013-03-28T09:35:00Z
Goderich St Carpark - City of Perth Parking,-31.957191,115.87013200000001,1,22.0,2013-03-28T09:36:00Z
University of Western Australia,-31.977629271750153,115.81634480917228,2,4.8,2013-03-31T09:19:00Z
Yanchep Central Shopping Centre,-31.549120088759476,115.63858419656778,1,2.3,2013-03-31T09:21:00Z
Bindoon Oval,-31.386192,116.09747300000004,1,3.6,2013-04-09T16:42:00Z
Queen Street,-37.2834114334196,142.933869623691,1,22.0,2020-08-23T05:59:00Z
Electric Highway Tasmania - Queenstown,-42.0787288537201,145.55549748240549,3,40.666666666666664,2020-08-25T08:14:00Z
Mandurah Caravan Park,-32.546794,115.76944100000003,1,3.6,2013-05-12T09:46:00Z
Melville Holden,-32.0315997664746,115.80961525440216,1,3.3,2013-05-26T07:31:00Z
Guilderton Caravan Park,-31.350431412517,115.50134423591,1,3.6,2013-05-26T07:38:00Z
Belvedere Caravan Park,-32.522026,115.73014,1,3.6,2013-05-26T07:42:00Z
City of Swan Depot,-31.869875,116.016412,1,4.0,2013-05-29T00:57:00Z
"East Perth Train Station, Park & Ride",-31.943921,115.876775,1,7.2,2013-05-29T01:02:00Z
Mainroads WA,-31.956628,115.877066,1,7.0,2013-05-29T01:07:00Z
"RAC, West Perth",-31.947956,115.84884,3,247.66666666666666,2013-05-29T01:08:00Z
The West Australian,-31.912390364137213,115.81142842769623,1,7.2,2013-05-29T01:10:00Z
Murdoch University,-32.069294756142725,115.84106574515033,1,4.8,2013-05-29T01:12:00Z
Dunn Place Car Park,-42.881339,147.332385,2,50.0,2020-09-08T03:25:00Z
Northside Nissan ,-31.793866981825452,115.81485993488059,1,22.0,2013-06-23T07:12:00Z
Electric Highway Tasmania - Geeveston,-43.1634,146.92688,2,50.0,2020-09-28T12:33:00Z
Lake Grace Fast Charge ,-33.100724201932884,118.46234238122247,2,50.0,2020-10-01T11:52:00Z
Ikea Canberra,-35.29550797984516,149.18685336825467,1,22.0,2020-10-01T23:38:00Z
The Cape Display Centre,-38.66802433496106,145.60558849121276,1,50.0,2020-10-03T06:43:00Z
Lakes Entrance RSL,-37.880698,147.981029,1,22.0,2020-10-03T07:38:00Z
Chargefox Moe,-38.184449,146.237563,5,110.0,2020-10-03T07:45:00Z
The Gerald Apartment Hotel,-28.7745077,114.6095279,1,22.0,2020-10-05T09:39:00Z
Caltex Jurien Bay,-30.302689512586518,115.04189255136049,1,43.0,2020-10-05T23:23:00Z
Lorne Visitor Information Centre,-38.536539810459324,143.97423678265363,1,7.0,2020-10-07T10:10:00Z
Abbott Road,-33.81195253512282,151.03587917803534,1,0,2020-10-07T11:51:00Z
Treendale Mall,-33.28328973601312,115.74169488487303,4,240.0,2020-10-17T11:50:00Z
"North Terrace, Burnie",-41.050004,145.907665,3,40.666666666666664,2020-10-23T05:58:00Z
York Street West Car Park,-41.439888,147.137645,2,22.0,2020-10-27T09:07:00Z
Orion Springfield Shopping Centre,-27.676924346409358,152.90360010448887,2,14.0,2020-10-31T02:19:00Z
Kalbarri National Park Visitors Center,-27.708897837519494,114.16633237124256,2,22.0,2020-11-09T13:54:00Z
Billabong Homestead Hotel Motel,-26.81708566363524,114.61415587631006,1,22.0,2020-11-09T14:18:00Z
Outback Oasis Caravan Park,-24.865225066778365,113.68159048535733,1,3.0,2020-11-09T14:33:00Z
Exmouth Cape Holiday Park,-21.937460298545503,114.130948765536,1,22.0,2020-11-09T14:43:00Z
Evie Caltex Jones Street,-36.907455381858675,145.23986428379703,2,350.0,2020-11-11T06:20:00Z
Currie Crescent,-35.31521412066143,149.1392363890359,1,22.0,2020-11-16T03:26:00Z
Kojonup Fast Charger,-33.837992744500305,117.16047275133701,2,50.0,2020-11-17T03:58:00Z
RSL Northampton ,-28.347688225868524,114.63099451578319,3,22.0,2020-11-17T06:40:00Z
Horrocks Community Center ,-28.379669676588207,114.42956999049034,1,22.0,2020-11-17T08:48:00Z
Moora Shire,-30.63817666322631,116.00532228746147,1,22.0,2020-11-17T08:56:00Z
Three Springs Community Hall,-29.53657432320555,115.76446092461606,1,22.0,2020-11-17T09:05:00Z
Belair Gardens Caravan Park,-28.779676952665696,114.5831110346918,1,22.0,2020-11-18T01:02:00Z
Ross's Discount Home Center,-31.899460299819353,115.97636233048627,2,60.0,2020-11-23T04:18:00Z
Multi-storey Car Park,-41.177518,146.359337,3,40.666666666666664,2020-12-02T22:23:00Z
Ampol Woolworths MetroGo Seven Hills,-33.767099,150.954883,2,350.0,2020-12-03T11:16:00Z
Esperance Horizon Power,-33.84413484580914,121.88301724075569,1,22.0,2020-12-04T22:53:00Z
Munglinup Road House ,-33.70473909585485,120.86050338886241,1,22.0,2020-12-04T23:13:00Z
Ravensthorpe Caravan Park,-33.578686168911844,120.05342847525014,2,22.0,2020-12-04T23:25:00Z
Albany City Visitors Center ,-35.02317787640003,117.8822800393666,1,22.0,2020-12-08T21:01:00Z
Bremer Bay Resort ,-34.39798497010463,119.38183267909346,1,22.0,2020-12-08T21:20:00Z
Hyden Travel Stop,-32.44812974278317,118.86719516419817,1,22.0,2020-12-08T21:40:00Z
Armidale Visitors Centre,-30.511645241125954,151.66954542599308,2,50.0,2020-12-10T12:47:00Z
Abbey Farm Road,-33.7168011,115.0462745,1,7.0,2020-12-12T08:14:00Z
City of Kalgoorlie-Boulder Administration Building,-30.7629727825542,121.4561855701744,1,22.0,2020-12-12T17:47:00Z
The Place @ Warrawong Plaza,-34.486377904198555,150.88795170004096,1,22.0,2020-12-15T14:48:00Z
Mount Larcom QESH,-23.810718434831855,150.98006963498256,3,40.666666666666664,2020-12-19T03:15:00Z
Maclean Supercharger,-29.427083,153.239167,1,120.0,2020-12-22T06:35:00Z
Nanutarra Road House,-22.54312510773856,115.5011769289556,1,22.0,2020-12-30T06:42:00Z
Wooramel Roadhouse,-25.77005241895108,114.29396280909054,2,22.0,2020-12-30T09:36:00Z
Cable Beach Club,-17.928467796464545,122.21282563816374,2,22.0,2021-01-06T03:09:00Z
Broome Horizon Power,-17.982599265398918,122.2046047380004,1,22.0,2021-01-07T08:40:00Z
Wollongong Supercharger,-34.43797320339262,150.8633622012107,1,250.0,2021-01-08T04:16:00Z
Woolworths Shell Cove,-34.588308117930936,150.86592718102042,2,225.0,2021-01-08T04:30:00Z
Byron Shire Carpark,-28.55487684402341,153.502193985046,1,22.0,2021-01-08T23:49:00Z
Oceans Restaurant,-25.980244900682365,113.55941698472748,1,5.5,2021-01-13T06:30:00Z
Monkey Mia Resort ,-25.795073267849816,113.71896975818015,1,22.0,2021-01-13T06:45:00Z
Kulin Caravan Park ,-32.667453883476426,118.15772042453,1,22.0,2021-01-20T06:44:00Z
EHT - St Helens,-41.322949,148.248273,3,40.666666666666664,2021-01-24T02:25:00Z
TasPorts - Hunter Street,-42.88166757453731,147.33553637293267,1,22.0,2021-01-24T02:27:00Z
TasPorts - Fishermans Market,-42.881781,147.333368,1,22.0,2021-01-24T02:31:00Z
Busselton Central ,-33.650757506043476,115.34189703524089,2,32.0,2021-01-24T16:55:00Z
Coles North Buderim,-26.6628832,153.0503206,3,40.666666666666664,2021-01-31T05:47:00Z
BWS Forest Glen,-26.6871348,153.0042754,3,40.666666666666664,2021-01-31T06:22:00Z
Helensvale QESH,-27.923656750179823,153.33893758482532,3,40.666666666666664,2021-01-31T06:28:00Z
Kawana Shopping World,-26.704325392220312,153.13172509725268,1,7.0,2021-01-31T06:42:00Z
