lon,lat,proj_lon,proj_lat,distance_to_closest_station
124,-11,-1120225.1971042843,1869944.4050688853,688.1018136473837
125,-44,-746249.8864619824,-1775920.902828026,1157.2178890794298
125,-43,-754452.2729188539,-1661582.9794590613,1049.9957605894035
125,-42,-762609.2441062086,-1547878.1264328668,943.6814009660955
125,-41,-770724.1964702603,-1434758.998673839,838.6123449892589
125,-40,-778800.4066748881,-1322179.9208232933,735.3137504892171
125,-39,-786841.0419746798,-1210096.742643459,634.6404925279988
125,-38,-794849.1697571856,-1098466.7060023565,538.0562235060559
125,-37,-802827.76634667,-987248.3221530908,448.17263830416675
125,-36,-810779.7251505789,-876401.2581754072,369.91337685548024
125,-35,-818707.8642204285,-765886.2315799991,306.06811067537114
125,-34,-826614.9332906196,-655664.9121902925,197.10337545064618
125,-33,-834503.620351607,-545699.8305151524,92.92932166052405
125,-32,-842376.5578077257,-435954.29191129276,54.99127793378325
125,-31,-850236.328264657,-326392.29590835865,148.3325032859157
125,-30,-858085.4699869134,-216978.46013381248,249.0478276310375
125,-29,-865926.4820616991,-107677.94833081697,352.85773849000816
125,-28,-873761.8293020193,1543.5979890897145,423.41883955065833
125,-27,-881593.9469188589,110720.12467428851,437.1392810590278
125,-26,-889425.2449896126,219885.2272211482,450.2555457272554
125,-25,-897258.1127476287,329072.21056854224,370.8855746380097
125,-24,-905094.9227157304,438314.1467174157,311.31061864595546
125,-23,-912938.0347048246,547643.9304698044,284.2441425990142
125,-22,-920789.7996972097,657094.3335605284,298.6434356492201
125,-21,-928652.563632877,766698.0574366975,292.0002046905484
125,-20,-936528.6711159949,876487.784924611,207.31239501760754
125,-19,-944420.4690578077,986496.2310102589,106.78482286513567
125,-18,-952330.3102713828,1096756.1929486261,63.30832534474146
125,-17,-960260.5570329768,1207300.5999077137,143.7078221680106
125,-16,-968213.5846242557,1318162.562345626,205.4254757053735
125,-15,-976191.7848691863,1429375.4213133885,293.96517513934003
125,-14,-984197.5696791019,1540972.7978717359,393.5703484987386
125,-13,-992233.3746192399,1652988.6428071728,455.72990505675176
125,-12,-1000301.6625099437,1765457.2868312816,532.9461798524975
125,-11,-1008404.9270757046,1878413.491446862,620.3360702956012
126,-44,-663452.282429674,-1770312.1832576576,1180.2338112073744
126,-43,-670744.6011487854,-1655912.611791615,1075.700674180131
126,-42,-677996.5434942925,-1542146.4520037535,972.6278306564442
126,-41,-685211.1290713351,-1428966.3332912095,871.526077812657
126,-40,-692391.2709927572,-1316326.555668307,773.1606359600901
126,-39,-699539.7851012456,-1204182.9450925922,678.7127115999151
126,-38,-706659.3984528554,-1092492.7203779903,590.0318704673011
126,-37,-713752.7571439708,-981214.370407928,510.1491089449749
126,-36,-720822.43355391,-870307.5405156695,416.33280058493335
126,-35,-727870.9330669207,-759732.9270317885,306.400395238488
126,-34,-734900.7003300271,-649452.1791130557,197.6250308345849
126,-33,-741914.1250968961,-539427.8070657409,94.0432163562451
126,-32,-748913.5477024419,-429623.09646174044,10.123070852733612
126,-31,-755901.264208165,-320002.02742016397,115.44181209427427
126,-30,-762879.5312541196,-210529.19849119638,226.12225760086213
126,-29,-769850.5706498359,-101169.75463518137,336.0647941174532
126,-28,-776816.5737334213,8110.681161566655,443.36193671174374
126,-27,-783779.7055253544,117346.07305016808,496.2611338507557
126,-26,-790742.1087011347,226570.03464082582,395.189337764937
126,-25,-797705.9074048955,335815.8888295854,301.04191015060036
126,-24,-804673.2109243039,445116.72544897953,222.7547583854352
126,-23,-811646.1172455181,554505.4570370775,182.05784153804828
126,-22,-818626.7165056356,664014.8729983877,202.96021840145642
126,-21,-825617.0943588988,773677.6924118074,250.02231525731128
126,-20,-832619.3352719395,883526.6157253834,144.39443486633044
126,-19,-839635.5257624908,993594.3755641882,60.84349351157934
126,-18,-846667.7575952928,1103913.7868666626,49.798037705832584
126,-17,-853718.1309483185,1214517.7965553661,138.2582810849365
126,-16,-860788.7575619803,1325439.5329407249,245.44452986416837
126,-15,-867881.7638835963,1436712.3550504083,253.49093986376948
126,-14,-874999.2942191269,1548369.9020727703,302.327395734159
126,-13,-882143.5139039975,1660446.143099718,378.17047133517804
126,-12,-889316.6125047433,1772975.4273530762,468.0654268017257
126,-11,-896520.8070631829,1885992.5350781605,551.3282992785578
127,-44,-580612.6700568206,-1765362.4771425652,1208.9898294184027
127,-43,-586994.4593045765,-1650908.5011089097,1107.6607613200088
127,-42,-593340.9136311833,-1537088.23798261,1008.3872662525259
127,-41,-599654.6756095124,-1423854.2946329461,911.8338567272446
127,-40,-605938.2946169211,-1311160.949340872,818.9532940308352
127,-39,-612194.2349059022,-1198964.0070562572,731.1224581083383
127,-38,-618424.8830283444,-1087220.6662477364,650.3372591214779
127,-37,-624632.5546852066,-975889.3960574578,542.5983932058266
127,-36,-630819.5010648018,-864929.8226273672,436.5032390954296
127,-35,-636987.9147254741,-754302.6235965437,333.60476639312645
127,-34,-643139.9350720812,-643969.4298833944,232.94023892282385
127,-33,-649277.6534701878,-533892.7339653561,122.03418019208821
127,-32,-655403.1180371031,-424035.8039541878,11.290978736336935
127,-31,-661518.3381447648,-314362.6028391594,99.77380065687342
127,-30,-667625.2886658832,-204837.7123347262,210.62480214986374
127,-29,-673725.9139916349,-95426.26082535095,321.46579551215206
127,-28,-679822.1318464786,13906.145051196721,432.29187036346826
127,-27,-685915.836923302,123193.48559823571,469.5730367508319
127,-26,-692008.9043600401,232469.39041147,360.8100800285294
127,-25,-698103.1930771152,341767.1982341851,253.8238110252772
127,-24,-704200.5489934824,451120.01463531837,152.3692328099353
127,-23,-710302.8081377117,560560.7678050322,80.8923385814359
127,-22,-716411.7996693569,670122.2627413631,119.994077755096
127,-21,-722529.3488248525,779837.2340832979,216.2690860198225
127,-20,-728657.2798013091,889738.3978301141,141.48259452616892
127,-19,-734797.4185908355,999858.5021734087,53.520383755917486
127,-18,-740951.5957773983,1110230.377657295,74.92266050521485
127,-17,-747121.6493077086,1220886.9868727857,129.5956408511995
127,-16,-753309.4272472142,1331861.4738849984,144.05773224104746
127,-15,-759516.790531943,1443187.2135860363,152.4025832203711
127,-14,-765745.6157267087,1554897.8611619107,224.01270225873606
127,-13,-771997.7978000215,1667027.4018590804,318.76631334495653
127,-12,-778275.2529259692,1779610.201234699,420.4863758817468
127,-11,-784579.9213233197,1892681.05607439,448.23962011184415
128,-44,-497736.29456563696,-1761072.0978872643,1206.0260050648712
128,-43,-503207.1502611661,-1646570.9642602392,1128.8126598168874
128,-42,-508647.7147253315,-1532703.8046444352,1050.2601178215584
128,-41,-514060.25333141355,-1419423.2063821033,958.5961870488403
128,-40,-519446.95155986206,-1306683.4289158327,871.420784275988
128,-39,-524809.9219169448,-1194440.2589861404,780.4076318565068
128,-38,-530151.2102992723,-1082650.8774264783,675.4905241228001
128,-37,-535472.8018657538,-971273.7362673533,572.8802987916422
128,-36,-540776.6264711568,-860268.4450157791,463.7297137345464
128,-35,-546064.563709093,-749595.6651091445,353.58641311985974
128,-34,-551338.447606792,-639217.0116569386,242.94770972193356
128,-33,-556600.0710092952,-529094.9616826636,132.81584567743056
128,-32,-561851.1896866247,-419192.76816371805,29.337678248993473
128,-31,-567093.5261939265,-309474.3792413183,93.13300756220545
128,-30,-572328.7735115224,-199904.36203679725,202.6516894860999
128,-29,-577558.5984891203,-90447.83056673265,308.0236145044657
128,-28,-582784.6451161045,18929.622701939228,414.8399764664387
128,-27,-588008.5376378042,128261.9920731808,463.80921382457865
128,-26,-593231.8835358601,237582.92099883864,353.21284492481493
128,-25,-598456.2763892805,346925.761958508,242.81331834408988
128,-24,-603683.2986314293,456323.63416135736,133.0626677188908
128,-23,-608914.5242170348,565809.4793646985,31.488080559009788
128,-22,-614151.5212122888,675416.1160829597,93.84174763367844
128,-21,-619395.8543202478,785176.2924425333,202.83221148194045
128,-20,-624649.0873529975,895122.7379224125,199.53226485023328
128,-19,-629912.7856614044,1005288.214207184,92.55059627358703
128,-18,-635188.5185327526,1115705.565367881,42.71919921801342
128,-17,-640477.8615661174,1226407.7675768342,23.17771891445161
128,-16,-645782.3990349658,1337427.9785552602,53.63408450792212
128,-15,-651103.726246205,1448799.5869464604,72.554509598127
128,-14,-656443.451904683,1560556.2618031332,179.2666931526081
128,-13,-661803.2004920086,1672732.0023744204,288.9423614937849
128,-12,-667184.6146684947,1785361.1883768504,312.7528785277881
128,-11,-672589.3577070083,1898478.6309331018,347.863433814034
129,-44,-414828.4035060902,-1757441.31714914,1152.0348101912236
129,-43,-419387.97924683284,-1642900.2758889012,1069.9911873194171
129,-42,-423922.309363971,-1528993.4296019082,993.5681248187315
129,-41,-428433.2818877558,-1415673.3491054506,924.154098766052
129,-40,-432922.71826334985,-1302894.277899937,863.4337569569734
129,-39,-437392.37911703665,-1190611.9873160266,799.9755763731858
129,-38,-441843.96956060705,-1078783.6432631991,689.5156692657878
129,-37,-446279.1440852246,-967367.6832910464,579.2823930546915
129,-36,-450699.5110899166,-856323.7028290888,469.4218300081843
129,-35,-455106.6370845515,-745612.3496038566,360.25758749161855
129,-34,-459502.0506026036,-635195.2253463679,252.66908806771764
129,-33,-463887.2458550725,-525034.7940020586,147.10118283285206
129,-32,-468263.6861535213,-415094.295740712,37.45901168563487
129,-31,-472632.80712723575,-305337.66613821435,70.82109977484025
129,-30,-476996.0197569539,-195729.45996630687,181.68160465041862
129,-29,-481354.71324537304,-86234.77908258764,292.5255768398416
129,-28,-485710.25774271006,23180.796038231176,403.35310743367586
129,-27,-490064.0069438914,132551.27154831114,459.4184719227811
129,-26,-494417.30057248153,241910.30262541492,374.0335481020396
129,-25,-498771.46676517243,351291.25337363617,272.4368679212442
129,-24,-503127.8243695415,460727.2545453429,181.90057370700197
129,-23,-507487.68516681506,570251.259379197,128.40989176257813
129,-22,-511852.3560305366,679896.0978280196,156.2567840878846
129,-21,-516223.14103131153,789694.5294320681,238.45329915319715
129,-20,-520601.34349718306,899679.2950776963,241.1465493568373
129,-19,-524988.2680386606,1009883.167868085,164.36177584687346
129,-18,-529385.222546983,1120339.0033215652,136.8759844034161
129,-17,-533793.5201738249,1231079.789103813,83.31537451766064
129,-16,-538214.4813003605,1342138.6944926656,37.01934451642643
129,-15,-542649.4355033654,1453549.1197685306,90.06437363582371
129,-14,-547099.7235258612,1565344.745718945,193.0460632602483
129,-13,-551566.6992596975,1677559.5834429695,208.18574004834556
129,-12,-556051.7317474025,1790228.0246396663,206.1492606459176
129,-11,-560556.2072106269,1903384.8925645982,254.31261685579653
130,-44,-331894.24642364465,-1754470.3648212512,1101.9789761256975
130,-43,-335542.2535072847,-1639896.6684148205,1015.0188475350016
130,-42,-339170.062173577,-1525957.3477878277,933.1636888665563
130,-41,-342779.1829901977,-1412604.9602357128,857.8685240506851
130,-40,-346371.0732516918,-1299793.7362139067,791.000754813278
130,-39,-349947.14159287966,-1187479.4344436694,734.8557770440449
130,-38,-353508.75223276875,-1075619.2086226721,691.6221740110386
130,-37,-357057.22889001784,-964171.4844512318,597.5725177906717
130,-36,-360593.85840607435,-853095.8458397081,490.48589004566753
130,-35,-364119.89410787495,-742352.9292954695,382.90671024560066
130,-34,-367636.55893835524,-631904.3256023555,277.99767225528234
130,-33,-371145.0483798632,-521712.4880044408,177.74839587034202
130,-32,-374646.53319284896,-411740.6461914398,102.5155823603422
130,-31,-378142.16198983765,-301952.7254574335,98.9154024003634
130,-30,-381633.0636626426,-192313.27046888394,182.25809223846085
130,-29,-385120.34967899014,-82787.373134081,284.9937265702402
130,-28,-388605.11626317387,26659.395885116126,365.698284130178
130,-27,-392088.446474005,136061.05243587596,360.6497967961522
130,-26,-395571.4121921433,245451.26129090012,388.4958058145761
130,-25,-399055.0760278702,354863.39606624417,331.9885256006153
130,-24,-402540.49315946916,464330.59695970645,263.3668141551818
130,-23,-406028.71311160614,573885.8266047714,230.294720333911
130,-22,-409520.78148242796,683561.9243139378,247.44214356710086
130,-21,-413017.74162751756,793391.6589670611,306.4781560290044
130,-20,-416520.6363083521,903407.7807847809,314.05425408746663
130,-19,-420030.50931247906,1013643.0722137397,260.2642286630722
130,-18,-423548.4070522786,1124130.398139237,218.29856402981665
130,-17,-427075.3801488792,1234902.7556315828,189.7837902959714
130,-16,-430612.4850075591,1345993.3234250348,137.08772170013307
130,-15,-434160.78539077536,1457435.5113222667,160.35840959216395
130,-14,-437721.3539948313,1569263.0097130653,193.04601278822142
130,-13,-441295.2740360913,1681509.8393929033,108.73862042316038
130,-12,-444883.6408526142,1794210.4018657631,103.32621893821991
130,-11,-448487.5635270623,1907399.530315168,179.19990263190022
131,-44,-248939.07452687743,-1752159.4290177699,1056.4248204917276
131,-43,-251675.28196962312,-1637560.3320198192,964.5613431464952
131,-42,-254396.33948019726,-1523595.7514402205,877.1385939676888
131,-41,-257103.38006805486,-1410218.2340565268,795.6136348077458
131,-40,-259797.4967848512,-1297382.000177223,721.978189183813
131,-39,-262479.74618475145,-1185042.7987154291,658.8729800300093
131,-38,-265151.15150760044,-1073157.7738699398,609.5667043644045
131,-37,-267812.7056157372,-961685.3421241952,550.1879789492326
131,-36,-270465.3737115491,-850585.0784284446,461.111616647651
131,-35,-273110.09585968347,-739817.6105633095,383.61396421686703
131,-34,-275747.7893351032,-629344.5207974376,282.9361479632644
131,-33,-278379.3508158089,-519128.254050919,172.13354500185002
131,-32,-281005.6584370081,-409132.0318616185,61.74758121716862
131,-31,-283627.5737217374,-299319.7715259786,50.886887777189315
131,-30,-286245.9434014068,-189656.0098501362,161.0855414596329
131,-29,-288861.6011383956,-80105.83100337889,271.8064440463212
131,-28,-291475.369161664,29365.20198529988,270.05723449690737
131,-27,-294088.0598253309,138791.11250426172,262.131467969299
131,-26,-296700.47709928226,248205.57278957515,298.38735752155907
131,-25,-299313.4180001065,357641.9638561081,325.78932564245565
131,-24,-301927.67396998213,467133.43324872776,295.15934956048034
131,-23,-304544.03221056086,576712.9509086192,304.3315160764674
131,-22,-307163.27697838773,686413.3634286426,345.30991671189133
131,-21,-309786.19084796053,796267.4469534027,390.315238284411
131,-20,-312413.5559481648,906307.9589641455,401.55578732702514
131,-19,-315046.15517749556,1016567.6891752707,361.5693218949553
131,-18,-317684.77340321813,1127079.50975811,314.8432463209561
131,-17,-320330.19864939206,1237876.4250983074,276.6130858680417
131,-16,-322983.22327850945,1348991.6212857347,243.21385781840382
131,-15,-325644.6451713545,1460458.5155299003,257.43064944917273
131,-14,-328315.26890959113,1572310.8056896306,171.37579135919302
131,-13,-330995.9069655118,1684582.5201026974,62.408880768818406
131,-12,-333687.38090335147,1797308.0678997734,43.7938842227605
131,-11,-336390.52259655925,1910522.2899867794,152.71696025612596
132,-44,-165968.14035496954,-1750508.656062072,1002.2292745700478
132,-43,-167792.37490617853,-1635891.4146355847,919.369063164924
132,-42,-169606.50896965258,-1521908.790090177,826.3914447974681
132,-41,-171411.29792488605,-1408513.3216901522,738.4178551132986
132,-40,-173207.4705114345,-1295659.2224957128,657.4502718846072
132,-39,-174995.73113590956,-1183302.2344137272,586.3870112011232
132,-38,-176776.76199420396,-1071399.4948576435,529.2208633879391
132,-37,-178551.22502947124,-959909.4137270033,488.4907701994559
132,-36,-180319.76374392415,-848791.5595715742,408.6927868798876
132,-35,-182083.00488039773,-738006.5539381882,317.8197271376917
132,-34,-183841.55998780247,-627515.9730128323,244.14112933862742
132,-33,-185596.026883016,-517282.2557695127,152.43404388247347
132,-32,-187346.9910204016,-407268.6179229763,95.88359340732961
132,-31,-189095.02677895746,-297438.9710567076,116.40707685745807
132,-30,-190840.6986760772,-187757.84636196808,192.41480464372975
132,-29,-192584.56251600743,-78190.3224798361,246.4697736364543
132,-28,-194327.16648031317,31298.04301308477,177.7516515615033
132,-27,-196069.05216698456,140741.27889206656,164.32626475561165
132,-26,-197810.7555842281,250173.06272448844,216.7006234591543
132,-25,-199552.80810447407,359626.7808104221,239.072042801478
132,-24,-201295.73738368318,469135.5859429707,194.2954116358131
132,-23,-203040.06825064952,578732.4532834388,207.06107468946024
132,-22,-204786.32357065863,688450.2346252735,269.28937767567805
132,-21,-206535.02508757237,798321.7113025091,355.9060997577683
132,-20,-208286.69424816198,908379.6459828772,453.1256791322481
132,-19,-210041.85301229882,1018656.8335723572,456.6985554775085
132,-18,-211801.02465243687,1129186.151446915,416.1125265163277
132,-17,-213564.7345456709,1240000.6092177725,373.4852182071031
132,-16,-215333.5109615365,1351133.3982291315,349.9275944986958
132,-15,-217107.88584862484,1462617.9409814423,307.99108528690175
132,-14,-218888.39562301588,1574487.9406688986,212.04982177477945
132,-13,-220675.5819614863,1686777.4310169597,137.1848289470038
132,-12,-222469.99260242766,1799520.826604287,127.79406208724279
132,-11,-224272.18215740344,1912752.9738531476,195.71563954381074
133,-44,-82986.69744514252,-1749518.1504774736,949.1646790626943
133,-43,-83898.84359829199,-1634890.0219342986,866.0291021038312
133,-42,-84805.93934768373,-1520896.570552382,781.9571856731702
133,-41,-85708.3623950226,-1407490.3310878912,687.5524632663881
133,-40,-86606.47712162226,-1294625.5122518754,598.880234431512
133,-39,-87500.63574193923,-1182257.8517472693,518.8752893239807
133,-38,-88391.179364719,-1070344.482916147,452.14782364120066
133,-37,-89278.43897201694,-958843.8117075419,405.29382269464395
133,-36,-90162.73632512594,-847715.4028307706,369.91182717157517
133,-35,-91044.38480538489,-736919.8740922333,268.2543985472529
133,-34,-91923.69019692979,-626418.7980281652,173.81599038511612
133,-33,-92800.95141766289,-516174.6100447755,114.33893453845288
133,-32,-93676.46120403355,-406150.52236278955,8.375370029160427
133,-31,-94550.50675463324,-296310.4431377728,102.56641854342622
133,-30,-95423.37033709505,-186618.90019191935,213.42485465361415
133,-29,-96295.32986234066,-77040.96884924544,197.70284227374643
133,-28,-97166.65942983025,32457.79658522366,98.65175133709099
133,-27,-98037.62984713235,141911.42811903797,70.29628706860893
133,-26,-98908.50912683523,251353.606518501,157.17508513615113
133,-25,-99779.56296356558,360817.72125493846,169.59782666448297
133,-24,-100651.05519365659,470336.92827052786,95.57988417895852
133,-23,-101523.24823981326,579944.2058587795,118.49786141423539
133,-22,-102396.40354295529,689672.4089336209,208.50105438805835
133,-21,-103270.78198327286,799554.3219428814,312.12074138262193
133,-20,-104146.644292406,909622.7106663099,419.37237655137307
133,-19,-105024.25145855302,1019910.3731249676,528.0398578110177
133,-18,-105903.86512622425,1130450.1898177343,516.0897082109038
133,-17,-106785.74799228381,1241275.173491302,474.64356725670683
133,-16,-107670.16419986196,1352418.5186426176,456.05519965622204
133,-15,-108557.37973167504,1463913.65094682,365.75858810322933
133,-14,-109447.66280425443,1575794.2767994616,288.887369429902
133,-13,-110341.28426456319,1688094.4331587558,238.000135341824
133,-12,-111238.51799046775,1800848.5378722874,233.0258248250747
133,-11,-112139.6412965294,1914091.440672272,276.44416032502255
134,-44,0.0,-1749187.974980611,900.8890638569552
134,-43,0.0,-1634556.2173219437,811.9508004097
134,-42,0.0,-1520559.1569183539,729.0965072809397
134,-41,0.0,-1407149.3270232608,644.5246312069545
134,-40,0.0,-1294280.9348979683,548.1888536688474
134,-39,0.0,-1181909.71684407,458.5493763615713
134,-38,0.0,-1069992.8048464872,380.3533759015047
134,-37,0.0,-958488.6035373871,322.0275887530887
134,-36,0.0,-847356.6763459106,282.43195116789985
134,-35,0.0,-736557.6398316213,244.8297326046551
134,-34,0.0,-626053.0653141455,134.62083310674885
134,-33,0.0,-515805.3870103981,29.123889817334693
134,-32,0.0,-405777.8159764105,32.74356943582672
134,-31,0.0,-295934.25922508066,128.05677435540704
134,-30,0.0,-186239.24345555983,233.42058596568674
134,-29,0.0,-76657.84288614904,191.6201671774352
134,-28,0.0,32844.38926866955,85.68488784179199
134,-27,0.0,142301.48609390028,50.29559073465373
134,-26,0.0,251747.1294221736,149.23445078615978
134,-25,0.0,361214.709781924,144.78984445485108
134,-24,0.0,470737.38416504354,35.70558695741113
134,-23,0.0,580348.1319091291,78.23947413554453
134,-22,0.0,690079.8089682958,188.3991978910235
134,-21,0.0,799965.200828323,298.9722721149506
134,-20,0.0,910037.0743063202,409.61365358840567
134,-19,0.0,1020328.2284617322,520.2719848680181
134,-18,0.0,1130871.5448344306,611.8712426680152
134,-17,0.0,1241700.0372162915,577.8396290070593
134,-16,0.0,1352846.901155193,519.6329521443455
134,-15,0.0,1464345.5633845304,442.3242028760481
134,-14,0.0,1576229.7313669936,380.2958923543406
134,-13,0.0,1688533.443138404,343.6009082559346
134,-12,0.0,1801291.1176360142,340.52103647544817
134,-11,0.0,1914537.6056953766,371.8850564840722
135,-44,82986.6974451404,-1749518.1504774736,856.5960890376457
135,-43,83898.84359828984,-1634890.0219342986,763.543953714634
135,-42,84805.93934768157,-1520896.570552382,673.8937075498609
135,-41,85708.36239502042,-1407490.3310878912,591.5443957678061
135,-40,86606.47712162005,-1294625.5122518754,507.74798297678996
135,-39,87500.635741937,-1182257.8517472693,408.6126051192917
135,-38,88391.17936471675,-1070344.482916147,317.44984673009594
135,-37,89278.43897201466,-958843.8117075419,243.36331973628654
135,-36,90162.73632512364,-847715.4028307706,197.75266941395407
135,-35,91044.38480538256,-736919.8740922333,182.31105001313495
135,-34,91923.69019692745,-626418.7980281652,114.0631153221287
135,-33,92800.95141766053,-516174.6100447755,34.660458630188856
135,-32,93676.46120403116,-406150.52236278955,81.22918161952829
135,-31,94550.50675463083,-296310.4431377728,176.33621268637648
135,-30,95423.37033709262,-186618.90019191935,266.7471589162987
135,-29,96295.3298623382,-77040.96884924544,231.60987421037987
135,-28,97166.65942982776,32457.79658522366,156.28500365505633
135,-27,98037.62984712985,141911.42811903797,140.59697623284214
135,-26,98908.50912683271,251353.606518501,199.14831437288194
135,-25,99779.56296356303,360817.72125493846,183.7331607357676
135,-24,100651.05519365403,470336.92827052786,119.0345433703602
135,-23,101523.24823981068,579944.2058587795,138.2522482389727
135,-22,102396.40354295268,689672.4089336209,220.41288478689702
135,-21,103270.78198327022,799554.3219428814,320.2572293027943
135,-20,104146.64429240333,909622.7106663099,425.50403983868335
135,-19,105024.25145855034,1019910.3731249676,532.954713925147
135,-18,105903.86512622154,1130450.1898177343,641.4968332054855
135,-17,106785.74799228109,1241275.173491302,673.3010542285998
135,-16,107670.16419985922,1352418.5186426176,595.8785745770813
135,-15,108557.37973167228,1463913.65094682,529.1079165647191
135,-14,109447.66280425164,1575794.2767994616,478.84308659763605
135,-13,110341.28426456038,1688094.4331587558,450.63436560991585
135,-12,111238.51799046491,1800848.5378722874,448.654774462756
135,-11,112139.64129652655,1914091.440672272,473.2278360622712
136,-44,165968.14035496954,-1750508.656062072,786.163046049707
136,-43,167792.37490617853,-1635891.4146355847,719.5281359381237
136,-42,169606.50896965258,-1521908.790090177,625.616679727425
136,-41,171411.29792488605,-1408513.3216901522,535.0168606602116
136,-40,173207.4705114345,-1295659.2224957128,453.5960357975597
136,-39,174995.73113590956,-1183302.2344137272,373.2648266193676
136,-38,176776.76199420396,-1071399.4948576435,269.7399183733029
136,-37,178551.22502947124,-959909.4137270033,175.61227072560763
136,-36,180319.76374392415,-848791.5595715742,116.42234626038915
136,-35,182083.00488039773,-738006.5539381882,93.18392122104854
136,-34,183841.55998780247,-627515.9730128323,92.80296345893348
136,-33,185596.026883016,-517282.2557695127,41.705846044575765
136,-32,187346.9910204016,-407268.6179229763,126.65110106697355
136,-31,189095.02677895746,-297438.9710567076,220.12708445652484
136,-30,190840.6986760772,-187757.84636196808,321.16037211490783
136,-29,192584.56251600743,-78190.3224798361,299.7662452021475
136,-28,194327.16648031317,31298.04301308477,246.94200544689699
136,-27,196069.05216698456,140741.27889206656,238.0211420664864
136,-26,197810.7555842281,250173.06272448844,277.2549920921265
136,-25,199552.80810447407,359626.7808104221,259.12175908977804
136,-24,201295.73738368318,469135.5859429707,218.67298135500434
136,-23,203040.06825064952,578732.4532834388,230.25622223563684
136,-22,204786.32357065863,688450.2346252735,287.6366359682606
136,-21,206535.02508757237,798321.7113025091,370.08052697593723
136,-20,208286.69424816198,908379.6459828772,464.41754657499354
136,-19,210041.85301229882,1018656.8335723572,508.4843742193493
136,-18,211801.02465243687,1129186.151446915,560.2980337180459
136,-17,213564.7345456709,1240000.6092177725,627.5031659933338
136,-16,215333.5109615365,1351133.3982291315,679.9168686034683
136,-15,217107.88584862484,1462617.9409814423,622.6191296822562
136,-14,218888.39562301588,1574487.9406688986,580.9059924196915
136,-13,220675.5819614863,1686777.4310169597,558.2759645262865
136,-12,222469.99260242766,1799520.826604287,557.054273155959
136,-11,224272.18215740344,1912752.9738531476,577.372122169586
137,-44,248939.07452687537,-1752159.4290177699,707.9790617931412
137,-43,251675.281969621,-1637560.3320198192,670.2084386064855
137,-42,254396.33948019508,-1523595.7514402205,581.6323266329707
137,-41,257103.38006805268,-1410218.2340565268,487.3433478002972
137,-40,259797.496784849,-1297382.000177223,395.34430859433394
137,-39,262479.74618474924,-1185042.7987154291,315.8288326040667
137,-38,265151.1515075982,-1073157.7738699398,246.2263673066012
137,-37,267812.705615735,-961685.3421241952,136.18629333149772
137,-36,270465.3737115468,-850585.0784284446,33.21126212861952
137,-35,273110.09585968114,-739817.6105633095,27.302422678621895
137,-34,275747.78933510085,-629344.5207974376,35.51826138958484
137,-33,278379.35081580654,-519128.254050919,49.569237073006335
137,-32,281005.65843700577,-409132.0318616185,88.48429791904125
137,-31,283627.57372173504,-299319.7715259786,178.86236240073004
137,-30,286245.9434014044,-189656.0098501362,227.68908103468775
137,-29,288861.60113839316,-80105.83100337889,268.8682873404915
137,-28,291475.36916166154,29365.20198529988,342.060748010476
137,-27,294088.0598253284,138791.11250426172,336.43270984328484
137,-26,296700.47709927976,248205.57278957515,365.92277544787333
137,-25,299313.418000104,357641.9638561081,348.0244306560206
137,-24,301927.6739699796,467133.43324872776,319.71731786353854
137,-23,304544.0322105583,576712.9509086192,328.3786282490138
137,-22,307163.2769783851,686413.3634286426,371.41845901514887
137,-21,309786.1908479579,796267.4469534027,366.55488704743175
137,-20,312413.5559481621,906307.9589641455,374.5025620672062
137,-19,315046.15517749294,1016567.6891752707,413.0662904180349
137,-18,317684.77340321545,1127079.50975811,474.8360650379716
137,-17,320330.1986493893,1237876.4250983074,552.0699754266807
137,-16,322983.22327850666,1348991.6212857347,639.1812420819275
137,-15,325644.6451713518,1460458.5155299003,720.2409546033956
137,-14,328315.2689095884,1572310.8056896306,684.9134641101651
137,-13,330995.90696550906,1684582.5201026974,666.2297980381912
137,-12,333687.3809033486,1797308.0678997734,665.5885806317247
137,-11,336390.5225965564,1910522.2899867794,683.0366520536943
138,-44,331894.2464236425,-1754470.3648212512,630.5639841603081
138,-43,335542.25350728247,-1639896.668414819,608.5166328962579
138,-42,339170.0621735748,-1525957.3477878277,532.2123377194463
138,-41,342779.1829901954,-1412604.9602357114,442.9406380245742
138,-40,346371.07325168955,-1299793.7362139053,349.30173491097037
138,-39,349947.14159287733,-1187479.434443668,254.90325859244712
138,-38,353508.7522327665,-1075619.2086226707,180.5305160993321
138,-37,357057.22889001557,-964171.4844512318,136.11945784873856
138,-36,360593.85840607196,-853095.8458397081,31.352106690026147
138,-35,364119.8941078725,-742352.9292954681,27.545092136350416
138,-34,367636.5589383528,-631904.3256023541,47.502121326685526
138,-33,371145.04837986076,-521712.4880044394,19.899202158694692
138,-32,374646.5331928466,-411740.6461914384,58.268698347570385
138,-31,378142.1619898352,-301952.7254574321,149.08373112247202
138,-30,381633.06366264017,-192313.27046888252,133.275742750822
138,-29,385120.34967898764,-82787.3731340796,194.60450916599177
138,-28,388605.1162631713,26659.39588511754,287.298464892257
138,-27,392088.44647400244,136061.05243587738,389.5641237895252
138,-26,395571.41219214076,245451.26129090154,459.0686136926371
138,-25,399055.0760278676,354863.39606624556,442.3639125898622
138,-24,402540.4931594665,464330.59695970785,421.1536328590569
