lon,lat,proj_lon,proj_lat,distance_to_closest_station
117,-22,-1735453.0833213,572520.0101595757,112.3750543727769
117,-21,-1750272.380754947,681401.5410443151,31.638301261004514
117,-20,-1765116.8273600698,790467.849939152,82.95636164500687
117,-19,-1779990.8464636393,899751.4362668328,192.77497883676807
117,-18,-1794898.8725160505,1009284.8811770309,303.22185362455616
117,-17,-1809845.3578033904,1119100.8968632293,411.6538508523654
117,-16,-1824834.7791236124,1229232.375614481,514.3917269087711
117,-15,-1839871.644452673,1339712.4387933537,619.8497123929976
117,-14,-1854960.4996260728,1450574.4859270975,707.2719635068052
117,-13,-1870105.9350608664,1561852.2440961332,781.0910625947699
117,-12,-1885312.592543009,1673579.8178025812,862.7745913847489
117,-11,-1900585.1721048614,1785791.7395012414,950.2942208454808
118,-44,-1324216.9246697251,-1833599.2340804734,996.0032751902564
118,-43,-1338772.020979846,-1719895.2806077886,884.9075261769447
118,-42,-1353246.5281071428,-1606820.887290462,773.8331770567814
118,-41,-1367646.4730294973,-1494328.9715672997,662.7811266842809
118,-40,-1381977.6701716003,-1382374.1113359416,551.7530257958854
118,-39,-1396245.7398118672,-1270912.4011586022,440.7522531650917
118,-38,-1410456.125015125,-1159901.31998447,329.78686135122615
118,-37,-1424614.1072548253,-1049299.6091094534,218.88147482517445
118,-36,-1438724.8208689159,-939067.1592473882,108.16232142953488
118,-35,-1452793.2664765993,-829164.9057187255,10.810242811828019
118,-34,-1466824.3234686768,-719554.7308763624,31.78607943487832
118,-33,-1480822.761671608,-610199.3729863835,39.388893467754556
118,-32,-1494793.2522745435,-501062.3408664275,38.53102477687458
118,-31,-1508740.3780991554,-392107.83365807385,58.6055203113562
118,-30,-1522668.64328392,-283300.66517355555,132.3683042445062
118,-29,-1536582.482447365,-174606.19231275402,147.71003020051032
118,-28,-1550486.2693886107,-65990.24709484355,134.9202720225141
118,-27,-1564384.3253781325,42580.9281088913,197.85349837586432
118,-26,-1578280.9270869673,151140.74251774958,290.921499938427
118,-25,-1592180.3141984898,259722.31640458546,202.26736686667678
118,-24,-1606086.6967433253,368358.53839590604,94.86356159421614
118,-23,-1620004.262194865,477082.1209018167,39.70338041029395
118,-22,-1633937.1823601741,585925.6539475822,79.6319802175234
118,-21,-1647889.6200987673,694921.6576604816,24.598284494979644
118,-20,-1661865.73589975,804102.6336502291,78.42360314086534
118,-19,-1675869.6943461203,913501.1155079091,166.34103583856526
118,-18,-1689905.6704936353,1023149.7186374535,271.45790306696256
118,-17,-1703977.8561904368,1133081.189624388,379.7405554242858
118,-16,-1718090.4663627045,1243328.4553391365,488.6466456967197
118,-15,-1732247.7452908526,1353924.6719664813,554.3800102835397
118,-14,-1746453.9729002344,1464903.2741483361,626.3173788740875
118,-13,-1760713.4710899433,1576298.024424162,708.2680247546176
118,-12,-1775030.6101231326,1688143.0631519188,797.1463599847332
118,-11,-1789409.815102219,1800472.9590921742,890.8787170647654
119,-44,-1241859.980013767,-1823389.6975755477,1000.5151995054648
119,-43,-1255509.8520823433,-1709573.526244638,890.0626547071845
119,-42,-1269084.1470463627,-1596387.5364009761,779.8127578804205
119,-41,-1282588.51704823,-1483784.599016171,669.8558223878172
119,-40,-1296028.4148964651,-1371719.247159418,560.3527044367797
119,-39,-1309409.111327842,-1260147.5320613328,451.6192607834493
119,-38,-1322735.710886979,-1149026.8907058004,344.36658719926186
119,-37,-1336013.1665769636,-1038316.0236692677,240.55674551001613
119,-36,-1349246.293416167,-927974.7820805063,147.59716784576398
119,-35,-1362439.7810205787,-817964.0627058618,75.39250552699183
119,-34,-1375598.2053173378,-708245.7102787723,9.65062757954979
119,-33,-1388726.0394833693,-598782.4262905983,51.44467843016629
119,-32,-1401827.6641928335,-489537.68354472617,51.24597315683399
119,-31,-1414907.377248247,-380475.6458497953,40.345895045899994
119,-30,-1427969.4026624686,-271561.0922917252,139.86593154477288
119,-29,-1441017.899252059,-162759.3455800794,205.26159162542135
119,-28,-1454056.9687967086,-54036.2040126209,167.33962394427954
119,-27,-1467090.6638143754,54642.123355784235,196.03401250222507
119,-26,-1480122.9949973477,163309.07871700276,270.9282607246283
119,-25,-1493157.9383506237,271997.8150312829,240.94362265188698
119,-24,-1506199.4420706432,380741.25338391063,162.0947313873947
119,-23,-1519251.4331995137,489572.1384698514,75.96108101540877
119,-22,-1532317.8240873506,598523.0924784483,52.528254278655204
119,-21,-1545402.5186931943,707626.6676320769,78.75814317251984
119,-20,-1558509.4187530973,816915.3976172699,56.51422951713328
119,-19,-1571642.4298423952,926421.8481334884,145.46320906422338
119,-18,-1584805.4673578492,1036178.6667737941,243.49631136166997
119,-17,-1598002.4624442384,1146218.6324423004,342.58137743048843
119,-16,-1611237.3678890888,1256574.704505957,403.2651409652441
119,-15,-1624514.1640085345,1367280.0718723796,471.90278179487836
119,-14,-1637836.864546785,1478368.2021811388,554.2727329590119
119,-13,-1651209.52261132,1589872.891292966,645.1318087217755
119,-12,-1664636.2366657753,1701828.313259965,741.361807380481
119,-11,-1678121.1566024362,1814269.0709596586,841.1185251347962
120,-44,-1159424.4035129447,-1813835.8137743357,1012.2923259403765
120,-43,-1172168.1870600733,-1699914.6311750512,903.4879491831819
120,-42,-1184841.4103662893,-1586624.2114931974,795.3333855057926
120,-41,-1197449.3503806372,-1473917.3822172903,688.1256126209206
120,-40,-1209997.0979502078,-1361748.6344669515,582.3765506751907
120,-39,-1222489.5739364016,-1250073.9789239361,479.039659401393
120,-38,-1234931.5440404203,-1138850.8133018177,380.07055400066105
120,-37,-1247327.6324813724,-1028037.8000725742,289.95442976865587
120,-36,-1259682.334653178,-917594.7533220531,186.4350689823822
120,-35,-1272000.028871677,-807482.5337384205,87.5664032028578
120,-34,-1284284.9873106072,-697662.9508515683,46.57068040027641
120,-33,-1296541.3862141285,-588098.6717397869,64.37451876918718
120,-32,-1308773.315464037,-478753.13550504035,81.9162055466023
120,-31,-1320984.7875715648,-369590.47289208596,29.056615195262353
120,-30,-1333179.7461564988,-260575.43049064765,139.86211853005304
120,-29,-1345362.0739701053,-151673.2990156597,138.39080951707885
120,-28,-1357535.60051293,-42849.84520905267,69.32481008746609
120,-27,-1369704.1092938157,65928.75305116375,122.56067497319987
120,-26,-1381871.344772354,174695.9688119307,223.13007939266143
120,-25,-1394041.0190234154,283484.9856217247,309.62362920900256
120,-24,-1406216.8181592633,392328.75494011125,224.2169967872927
120,-23,-1418402.4085420687,501260.05167360354,151.19099815343284
120,-22,-1430601.442817277,610311.5281100529,141.3185079557076
120,-21,-1442817.565796263,719515.7665057958,106.24430980936744
120,-20,-1455054.420214978,828905.3305642174,19.033705419694364
120,-19,-1467315.6523938018,938512.8160311771,109.44815956466944
120,-18,-1479604.9178225861,1048370.9006216847,200.37354492405314
120,-17,-1491925.8866938353,1158512.3934829582,255.49906546065716
120,-16,-1504282.24940614,1268970.2843915515,317.9405123814403
120,-15,-1516677.72205933,1379777.792876471,401.0531643782246
120,-14,-1529116.0519623286,1490968.4174558516,495.0454613378146
120,-13,-1541601.0231743683,1602575.9851718014,594.7768288085717
120,-12,-1554136.462100062,1714634.701606755,697.7870606471329
120,-11,-1566726.2431588008,1827179.2015642035,797.8094209262011
121,-44,-1076915.4148068028,-1804938.1876077605,1031.0843060824252
121,-43,-1088752.3029241152,-1690919.2069790363,924.8217350810303
121,-42,-1100523.6521318776,-1577531.5307594012,819.851605842628
121,-41,-1112234.3638516513,-1464727.9459411418,716.7329026166929
121,-40,-1123889.1666467562,-1352462.904575827,616.3849704664221
121,-39,-1135492.6311916404,-1240692.3795816563,520.4006555777646
121,-38,-1147049.1840423355,-1129373.7320993776,425.33853808981
121,-37,-1158563.1203411764,-1018465.5891139031,323.709168945284
121,-36,-1170038.6155729932,-907927.7302126372,230.86957747660745
121,-35,-1181479.7364762498,-797720.9824837811,144.25369382003498
121,-34,-1192890.4512007802,-687807.122671818,35.20279366666457
121,-33,-1204274.6387935472,-578148.785805808,79.23424021470275
121,-32,-1215636.0980850202,-468709.3796012453,76.4320558215721
121,-31,-1226978.556041084,-359453.00401017215,16.207482958530917
121,-30,-1238305.675638752,-250344.37535828512,94.5129850229486
121,-29,-1249621.063318149,-141348.75456360076,123.91983500160202
121,-28,-1260928.2760582,-32431.878979790974,31.21393235693308
121,-27,-1272230.8281190696,76440.10255044143,105.61510349443422
121,-26,-1283532.1974905622,185300.69180968008,214.21086265579962
121,-25,-1294835.832082379,294183.1008335122,324.2828227278929
121,-24,-1306145.1556892109,403120.3093693791,296.9771385434094
121,-23,-1317463.573761147,512145.1204600956,247.11099700764908
121,-22,-1328794.4790076844,621290.2144245568,241.76689126199463
121,-21,-1340141.2568617514,730588.2014900204,136.58355594015518
121,-20,-1351507.2908285481,840071.6733148667,27.287470836976695
121,-19,-1362895.9677426207,949773.2536274571,85.70694459816303
121,-18,-1374310.6829554546,1059725.648195673,103.54403062838398
121,-17,-1385754.8454748914,1169961.694332427,164.78738423872358
121,-16,-1397231.8830769178,1280514.4101350447,249.4642331390816
121,-15,-1408745.247409763,1391417.0436505345,348.9884356171637
121,-14,-1420298.4191097945,1502703.122154531,453.68506118172616
121,-13,-1431894.9129483984,1614406.5017286832,551.6190386917154
121,-12,-1443538.283028885,1726561.4173199225,649.5747611952156
121,-11,-1455232.1280524316,1839202.5334647147,751.0399070048015
122,-44,-994338.2381831914,-1796697.3824539627,1056.514634474268
122,-43,-1005267.4813849439,-1682587.8232270847,953.5308564771242
122,-42,-1016136.2111582898,-1569110.0699281509,852.5887763040504
122,-41,-1026948.9530869584,-1456216.872042636,754.499666592961
122,-40,-1037710.0731510965,-1343862.645438052,660.5259193678684
122,-39,-1048423.7915487952,-1232003.3280567478,561.6642230860423
122,-38,-1059094.195410637,-1120596.2471664385,459.46014306052035
122,-37,-1069725.250530223,-1009599.9968846173,348.50676916517455
122,-36,-1080320.8122189105,-898974.324846917,237.60353305172023
122,-35,-1090884.6353802923,-788680.0270219166,126.83259264786032
122,-34,-1101420.3838890423,-678678.8497889035,18.378944557851234
122,-33,-1111931.6393493142,-568933.398493575,91.51135356997325
122,-32,-1122421.9092997168,-459407.0517818964,30.01996127979338
122,-31,-1132894.6349248048,-350063.8810863095,57.742338739890606
122,-30,-1143353.198326886,-240868.57470256343,97.26179424152392
122,-29,-1153800.9294065917,-131786.36595136617,175.34226995446394
122,-28,-1164241.112396007,-22782.9649675646,128.48325622212383
122,-27,-1174676.992084102,86175.50629806782,163.79828330297985
122,-26,-1185111.7797706758,195122.57624249384,248.39515051983315
122,-25,-1195548.658981946,304091.48328550137,348.00657431801625
122,-24,-1205990.7909782443,413115.23337419867,383.5047170657344
122,-23,-1216441.3200819518,522226.65561069106,346.9635919185957
122,-22,-1226903.3788517984,631458.4562756704,264.4269609802367
122,-21,-1237380.0931279084,740843.2715025025,165.98231027282395
122,-20,-1247874.5869704932,850413.7188409354,98.47283561322524
122,-19,-1258389.9875138202,960202.4479361662,56.84423477782419
122,-18,-1268929.4297560211,1070242.1905380904,21.75513804562678
122,-17,-1279496.061304424,1180565.8100461403,105.21481300602008
122,-16,-1290093.0470953726,1291206.3507877649,214.62172565546265
122,-15,-1300723.574106945,1402197.0872227836,306.6514133661216
122,-14,-1311390.8560825663,1513571.5732614673,403.17936458873237
122,-13,-1322098.1382832283,1625363.6918813037,505.5113119011721
122,-12,-1332848.7022859016,1737607.7052260383,610.7323538206151
122,-11,-1343645.8708456873,1850338.3053702377,717.5693499104184
123,-44,-911698.1022474611,-1789113.920102609,1088.1149449195855
123,-43,-921719.0085179922,-1674921.0074441053,988.9699080371893
123,-42,-931684.4306728367,-1561360.3622278364,892.6374344854693
123,-41,-941598.518171343,-1448384.6994242663,798.4416161277882
123,-40,-951465.2741340401,-1335948.4016031378,688.4660770377591
123,-39,-961288.568015449,-1224007.374520856,578.9157837683757
123,-38,-971072.1472619132,-1112518.9142740539,470.0743875671323
123,-37,-980819.6480671967,-1001441.5847345326,362.5631801858728
123,-36,-990534.6053250737,-890735.1041348447,258.02556179867145
123,-35,-1000220.4618665128,-780360.2398062597,162.24714042312192
123,-34,-1009880.5770590395,-670278.7101850037,102.97126229279138
123,-33,-1019518.2348372196,-560453.0933011576,92.27672197999902
123,-32,-1029136.6512257118,-450846.741049946,70.07426971736635
123,-31,-1038738.9814098519,-341423.69861912436,148.81389992186476
123,-30,-1048328.3264030949,-232148.62851035633,168.71623857727215
123,-29,-1057907.739355737,-122986.73864838961,243.62708800554955
123,-28,-1067480.2315450725,-13903.714120404387,226.7284759808718
123,-27,-1077048.7780834248,95134.34786966948,249.0905181448463
123,-26,-1086616.3233772547,204161.0002102339,311.81342697903835
123,-25,-1096185.7863677223,313209.5056006902,396.15677780831
123,-24,-1105760.065580636,422312.8940979498,476.3526198973278
123,-23,-1115342.044011578,531504.0187847425,408.77235878094996
123,-22,-1124934.5938701637,640815.6098326622,316.8692481634475
123,-21,-1134540.5812057916,750280.3272147472,241.32628194409654
123,-20,-1144162.870435877,859930.8123068268,201.45128621277797
123,-19,-1153804.3287964044,969799.7386036448,121.93144214846258
123,-18,-1163467.8307336506,1079919.861764595,80.5414916577685
123,-17,-1173156.2622551306,1190324.069194793,72.62099728397455
123,-16,-1182872.5252571485,1301045.4293595252,157.17310387322215
123,-15,-1192619.5418458392,1412117.2410245526,261.9540005004054
123,-14,-1202400.2586681973,1523573.0826102195,370.15800479601694
123,-13,-1212217.6512693388,1635446.861844456,479.4670576054105
123,-12,-1222074.7284921112,1747772.8658984308,589.261990514367
123,-11,-1231974.5369351504,1860585.8121881655,699.310562453497
124,-44,-829000.2395914164,-1782188.2807218756,1125.3618513994309
124,-43,-838112.1744289628,-1667919.2450760303,1030.4406941430325
124,-42,-847173.6579766747,-1554282.8983529229,922.1932424636915
124,-41,-856188.4633067852,-1441231.9240019943,813.9940016482157
124,-40,-865160.2304267368,-1328720.6741836134,706.6971414763332
124,-39,-874092.4778024743,-1216705.0252601907,600.7755255465672
124,-38,-882988.6129588234,-1105142.244861195,497.09603777200465
124,-37,-891851.9422594742,-993990.8692363803,397.401257419672
124,-36,-900685.6799567963,-883210.5897657704,305.5686813661284
124,-35,-909492.9565911415,-772762.1476274539,231.14991342648727
124,-34,-918276.8268101801,-662607.2357384991,186.23671259509794
124,-33,-927040.2766709573,-552708.4071828496,80.34125532535546
124,-32,-935786.2304805504,-443028.9894254608,53.17171999073845
124,-31,-944517.557225297,-333533.00368598744,154.23977183835012
124,-30,-953237.0766334503,-224185.08890949812,256.80179398689006
124,-29,-961947.5649116525,-114950.42982773445,311.7868725119641
124,-28,-970651.7601917386,-5794.688652963169,325.062357306973
124,-27,-979352.367721009,103316.06001108744,341.76145777301514
124,-26,-988052.0648261519,212415.39141975626,390.46953165541316
124,-25,-996753.5056784503,321536.5904459414,453.0053083241989
124,-24,-1005459.3258856599,430712.7091649654,406.32248736245566
124,-23,-1014172.1469340188,539976.622559997,386.6398764750772
124,-22,-1022894.5805021671,649361.0826211345,390.56105306073493
124,-21,-1031629.2326673047,758898.7710931186,332.7441570529802
124,-20,-1040378.7080226822,868622.3511110983,258.6328447192966
124,-19,-1049145.6137244538,978564.5179505285,187.38949138531873
124,-18,-1057932.5634850392,1088758.0491063078,86.3006938873674
124,-17,-1066742.1815294034,1199235.8539068575,51.813045139677996
124,-16,-1075577.1065300698,1310031.0228614889,148.91660423509933
124,-15,-1084439.995536208,1421176.8769334983,257.0603496769806
124,-14,-1093333.5279118079,1532707.0169271908,366.69460867513135
124,-13,-1102260.4092977035,1644655.3731739807,476.78613393716233
124,-12,-1111223.3756121069,1757056.2557014572,587.0731903215192
