N,X,Y
BP ARATULA TRUCKSTOP,152.539181,-27.991798
COLES EXPRESS GATTON,152.275821,-27.559273
COLES EXPRESS TOOWOOMBA RUTHVEN ST,151.949746,-27.585098
BP TOOWOOMBA OPT,151.921407,-27.579062
AMPOL SOUTH NERANG,153.341436,-28.007154
COLES EXPRESS ELANORA,153.467621,-28.136514
COLES EXPRESS PIMPAMA,153.292219,-27.813753
COLES EXPRESS TOOWOOMBA MARGARET ST,151.949948,-27.560234
AMPOL SUMNER PARK,152.935755,-27.560408
"CALTEX WILLIAM ST, ROCKHAMPTON",150.508123,-23.383818
BP BRACKEN RIDGE,153.041854,-27.330999
FREEDOM FUELS NINGI,153.112506,-27.065563
PUMA INGHAM “UNMANNED”,146.150966,-18.669469
AMPOL CLEVELAND,153.266217,-27.532496
COLES EXPRESS BRISBANE AIRPORT,153.106515,-27.396121
AMPOL WINTON,143.047495,-22.380423
AMPOL PARKWOOD,153.383143,-27.954596
CALTEX/WOOLWORTHS JIMBOOMBA,153.024992,-27.830152
7-ELEVEN DAKABIN,152.992151,-27.233063
UNITED DALBY,151.262125,-27.182451
PUMA TUGUN,153.491371,-28.141643
BP HIGHFIELDS,151.950101,-27.466362
COLES EXPRESS CURRAJONG,146.781918,-19.273151
NIGHTOWL BP HOLLAND PARK,153.072439,-27.515107
SHELL RUSTY'S,152.451641,-27.565633
BP TEWANTIN,153.015629,-26.397814
BP CAPALABA,153.191645,-27.520962
FELTON PRODUCE MARKET,151.771303,-27.800442
7-ELEVEN MANLY WEST,153.165642,-27.475463
IOR PETROLEUM INJUNE,148.568528,-25.840696
PUMA CALOUNDRA,153.120568,-26.803921
NIGHTOWL SHELL CABOOLTURE,153.025162,-27.072802
CALTEX WOOLWORTHS RURAL VIEW,149.159862,-21.064165
BP TANAWHA,153.047312,-26.712593
CALTEX LABRADOR,153.383241,-27.933608
PACIFIC PETROLEUM CLONCURRY UNMANNED,140.511822,-20.680799
AMPOL WATERFORD WEST,153.114544,-27.681413
COLES EXPRESS STAFFORD HEIGHTS,153.011552,-27.391687
CALTEX/WOOLWORTHS PIMLICO,146.789321,-19.270985
AMPOL MAROOCHYDORE,153.097385,-26.659525
BP MAPLETON,152.866583,-26.626706
MOBIL WESTCOURT,145.756248,-16.932875
AMPOL REDCLIFFE,153.102393,-27.229577
7-ELEVEN EATONS HILL,152.960349,-27.337703
CALTEX/WOOLWORTHS FOREST LAKE,152.969472,-27.623414
CALTEX KAWANA WATERS DIESEL STOP,153.123973,-26.729416
BARCOO SHIRE COUNCIL DEPOT,143.058902,-24.833234
METRO WITHCOTT,152.025473,-27.553738
7-ELEVEN SPRINGFIELD,152.920923,-27.651813
BP NORWEST GATE ROADHOUSE,145.112196,-17.675263
7-ELEVEN ASHGROVE,152.991114,-27.445786
IMBIL GARAGE,152.680912,-26.459219
PUMA INGLEWOOD,151.077887,-28.417542
BP CONNECT MT WARREN PARK,153.194812,-27.722947
7-ELEVEN HEATHWOOD,152.986292,-27.630652
CALTEX/WOOLWORTHS CURRIMUNDI,153.122274,-26.773847
CALTEX/WOOLWORTHS CALAMVALE,153.053887,-27.612022
7-ELEVEN BRASSALL,152.745655,-27.593686
AMPOL LEICHHARDT,152.743469,-27.627732
VAN ANSEM'S GARAGE AUTO ELECTRICAL & MECHANICAL,152.363115,-27.583767
PUMA MORANBAH,148.042992,-22.011603
PUMA WEST END,146.805881,-19.268544
BP EXPRESS EIGHT MILE PLAINS,153.087955,-27.575708
BP BLACKALL SS,145.474889,-24.427813
MOBIL TULLY,145.932561,-17.934779
CALTEX/WOOLWORTHS PIALBA,152.824985,-25.285968
BP EXPRESS GOODNA,152.902285,-27.609644
PUMA WYNNUM WEST,153.151342,-27.459266
COLES EXPRESS BENOWA VILLAGE,153.376021,-28.000895
COLES EXPRESS RUNCORN,153.068093,-27.611205
PUMA CAMOOWEAL,138.118082,-19.921158
HOPE ENERGY  BIGGERA WATERS,153.375885,-27.931183
METRO NERANG,153.340494,-27.996955
AMPOL CABOOLTURE,152.957638,-27.085192
BP BUNDABERG AIRPORT,152.317454,-24.891458
FUEL CENTRAL ISISFORD UNMANNED,144.438588,-24.262046
FREEDOM FUELS DARRA SOUTH,152.960523,-27.572239
7-ELEVEN MARCOOLA,153.095465,-26.600613
WONDAI DEPOT,151.867866,-26.319974
COLES EXPRESS ALDERLEY,153.001482,-27.426658
MOBIL BUNDABERG,152.349724,-24.869944
PUMA MARLBOROUGH SOUTH,149.932766,-22.828125
PACIFIC PETROLEUM CHARLTON,151.853865,-27.521183
UNITED PARKWOOD,153.380398,-27.957084
7-ELEVEN MORAYFIELD,152.950771,-27.112273
COLES EXPRESS COOMERA,153.327711,-27.852395
BP CONNECT SPRINGWOOD,153.127984,-27.622437
7-ELEVEN EVERTON HILLS,152.971989,-27.391093
BP QUILPIE OPT,144.261142,-26.615997
AMPOL CHINCHILLA,150.636539,-26.745161
7-ELEVEN BALD HILLS,153.006967,-27.319416
CALTEX/WOOLWORTHS RANGE (TOOWOOMBA),151.976723,-27.571358
COLES EXPRESS KESSELS RD,153.078846,-27.560892
CALTEX GOONDIWINDI TRUCK STOP,150.311247,-28.528406
THE OLD EMPIRE CAFÉ,144.270819,-26.613509
AMPOL BRACKEN RIDGE,153.041023,-27.319432
7-ELEVEN HARRISTOWN,151.939288,-27.576023
CALTEX/WOOLWORTHS BEENLEIGH,153.205767,-27.716894
BP MANLY,153.178798,-27.457538
SURAT 24/7 FUEL,149.067752,-27.151747
BP BAMAGA,142.391303,-10.893038
7-ELEVEN KINGSTON,153.117927,-27.644758
JIO EMERALD,148.156608,-23.519078
BP MAREEBA,145.425068,-17.006485
7-ELEVEN PARK RIDGE,153.041144,-27.699046
PACIFIC PETROLEUM CABOOLTURE,152.980675,-27.087445
UNITED BUNDABERG,152.363842,-24.876327
UNITED GLADSTONE NORTH,151.252223,-23.842423
COLES EXPRESS BUNDALL,153.413755,-28.003736
LIBERTY BOKARINA,153.128492,-26.742848
BP PROSERPINE,148.586995,-20.402061
SHELL COOKTOWN,145.249409,-15.468104
7-ELEVEN FLINDERS VIEW,152.763326,-27.653627
CUNNAMULLA ROADHOUSE,145.685318,-28.067543
BP KOOKAS,148.788887,-26.573851
VALLEY RURAL SERVICES,148.664951,-21.134468
BP NEBO JUNCTION CAFE,148.692648,-21.634139
LIBERTY GOONDIWINDI,150.326669,-28.534676
AMPOL FOODARY BROADBEACH,153.429381,-28.025426
PUMA WEST IPSWICH (BRISBANE ST),152.750451,-27.618141
CALTEX JOHN ST,152.702798,-25.532652
PUMA MOUNT ISA DEPOT,139.492295,-20.724478
AMPOL CLEVELAND,153.253725,-27.524238
AMPOL YAMANTO,152.746934,-27.656566
7-ELEVEN ASPLEY,153.017417,-27.358233
UNITED UPPER COOMERA,153.299408,-27.853627
BP NERANG,153.339013,-27.999418
AMPOL CARINDALE,153.099756,-27.505625
UNITED LOGANLEA,153.139313,-27.667011
BP CONNECT LABRADOR,153.408203,-27.945819
KOLIJO HERITAGE COUNTRY STORE,148.780215,-20.903606
PUMA MACKAY,149.186758,-21.146052
AMPOL IPSWICH,152.762648,-27.606997
AMPOL YARRABILBA,153.102122,-27.801536
ATKINSON DAM CABIN VILLAGE,152.4529792,-27.42000791
BP INDOOROOPILLY,152.975349,-27.500081
7-ELEVEN WORONGARY,153.353018,-28.033095
UNITED TOOWOOMBA UFILL,151.864658,-27.541207
MOBIL PENTLAND SERVICE STATION,145.396807,-20.526247
UNITED GORDONVALE,145.779894,-17.099007
CALTEX MACKAY,149.157687,-21.065988
CALTEX ELANORA,153.461574,-28.122624
SHELL DIESEL DEPOT RICHMOND,143.144909,-20.738837
CALTEX WOOLWORTHS CANNON HILL,153.103799,-27.470876
NIGHTOWL SHELL BELGIAN GARDENS,146.792796,-19.246831
FREEDOM FUELS BRENDALE,152.987865,-27.317652
7-ELEVEN LOGANLEA,153.137428,-27.687421
AMPOL NORTH MACLEAN,153.011996,-27.776446
AMPOL NIKENBAH,152.804548,-25.318059
7-ELEVEN GRACEVILLE,152.979984,-27.522171
SERENITY COVE CAFE & CONVENIENCE STORE,152.567279,-25.110462
WESSEL PETROLEUM COOROY,152.911917,-26.417016
CALTEX/WOOLWORTHS YAMANTO (IPSWICH),152.739363,-27.661414
7-ELEVEN CABOOLTURE,152.950327,-27.077799
BP CANNON HILL,153.095634,-27.469816
AMPOL GYMPIE SOUTH,152.648868,-26.199956
AMPOL ROMA (DEPOT FRONT),148.777852,-26.579876
BP DRAYTON,151.915402,-27.600689
BP NIGHTOWL SOUTHPORT,153.412481,-27.989774
CALTEX/WOOLWORTHS MARIAN,148.953773,-21.146751
MOBIL LOWOOD,152.582015,-27.462469
COUNTRY CAFE & CONVENIENCE STORE,152.729928,-27.783679
CALTEX TAMBO,146.257843,-24.881619
AMPOL CARSELDINE,153.010731,-27.342281
COLES EXPRESS ROCKHAMPTON FITZROY ST,150.506197,-23.379996
BP CONNECT STAPYLTON,153.227894,-27.733018
FREEDOM FUELS GOONDIWINDI,150.302343,-28.546584
CALTEX/WOOLWORTHS EARLVILLE (CAIRNS),145.738683,-16.945594
BP UNDERWOOD,153.108975,-27.597226
CALTEX/WOOLWORTHS ROMA,148.793429,-26.574636
COLES EXPRESS PARKWOOD,153.369848,-27.947069
MOBIL SHERIDAN STREET,145.762875,-16.911913
COLES EXPRESS GYMPIE,152.665582,-26.197947
CALTEX GLADSTONE DEPOT FRONT,151.245661,-23.842227
7-ELEVEN NORTH LAKES,152.999824,-27.220927
UNITED DOONAN,153.022673,-26.445892
CALTEX/WOOLWORTHS JOYNER,152.953084,-27.291177
CALTEX DYSART TRUCKSTOP,148.359595,-22.579862
FREEDOM FUELS INDOOROOPILLY,152.968238,-27.498887
PUMA TINANA SOUTH,152.655068,-25.576793
CALTEX WOOLWORTHS ROTHWELL,153.047071,-27.214004
CALTEX/WOOLWORTHS SIPPY DOWNS,153.050286,-26.718588
MOBIL ESK,152.418248,-27.236152
7-ELEVEN TAIGUM,153.041472,-27.342456
7-ELEVEN LOGAN RESERVE,153.102494,-27.696794
PUMA MONTO,151.119233,-24.865257
BP MOGGILL ROAD,152.973528,-27.497572
PUMA INNISFAIL,146.010956,-17.518103
METCO COOPERS PLAINS,153.038022,-27.570226
7-ELEVEN PIMPAMA,153.318044,-27.823717
EDGE HILL SERVICE STATION,145.742737,-16.900877
7-ELEVEN RANGEVILLE,151.969331,-27.574803
PACIFIC PETROLEUM YANDINA,152.958083,-26.569731
BP CONNECT CABOOLTURE SOUTH,152.978186,-27.123314
AMPOL BELLBOWRIE,152.886975,-27.562586
UNITED SOUTHPORT,153.410329,-27.974587
SHELL GALLOWAY HILLS,153.059572,-27.472458
FREEDOM FUELS LOGANHOLME,153.190423,-27.689581
BP COOROY SUPERMART,152.911847,-26.418092
7-ELEVEN WOOMBYE,152.975248,-26.667471
GOWRIE ONE STOP CONVENIENCE CENTRE,151.889137,-27.494481
COLES EXPRESS BREAKFAST CREEK,153.042051,-27.446218
CALTEX ZILLMERE DIESEL STOP,153.049221,-27.361278
BP INNISFAIL,146.027909,-17.524499
BP KALLANGUR,153.007923,-27.247179
WILLOWBANK COUNTRY CAFE AND SERVICE,152.692346,-27.665911
UNITED ROMA,148.838716,-26.575854
PUMA GIN GIN,151.950864,-24.982726
BP CONNECT MAROOCHY PLAZA,153.073392,-26.655672
BP DALEYS GARAGE,145.478786,-17.223641
POINT LOOKOUT ROADHOUSE,153.516475,-27.423023
COLES EXPRESS BREMER,152.779916,-27.620572
AMPOL STRATHPINE,152.978979,-27.325964
CALTEX/WOOLWORTHS CORNUBIA,153.212251,-27.672452
STEELE RUDD CORNER SERVICE STATION,151.942765,-27.846461
BP DALRYMPLE,146.766773,-19.274225
CALTEX ALICE ST,152.688521,-25.532381
CALTEX/WOOLWORTHS RUNAWAY BAY,153.401608,-27.912933
PUMA NARANGBA,152.984129,-27.197081
7-ELEVEN BEENLEIGH CITY ROAD,153.203358,-27.707632
BP DYSART,148.344549,-22.587848
UNITED WONDAI UFILL,151.867274,-26.298217
UNITED TINANA,152.670446,-25.556933
COLES EXPRESS NUDGEE,153.093691,-27.378158
7-ELEVEN MT GRAVATT EAST,153.093296,-27.531597
7-ELEVEN WYNNUM,153.171631,-27.446049
7-ELEVEN REDCLIFFE,153.109227,-27.230424
AMPOL LUTWYCHE,153.032331,-27.426123
7-ELEVEN COMPTON RD,153.062367,-27.611224
PACIFIC PETROLEUM ROMA,148.822483,-26.574087
7-ELEVEN REGENTS PARK,153.037892,-27.688031
LEHMANN MOTORS,152.55406,-27.504163
PACIFIC PETROLEUM EMERALD,148.147462,-23.489291
7-ELEVEN GAYTHORNE,152.982246,-27.417115
MOBIL COOKTOWN,145.220448,-15.472387
7-ELEVEN COOMERA,153.314186,-27.868631
7-ELEVEN COOLUM BEACH,153.078614,-26.536179
CAMERON CORNER STORE,140.999667,-28.997077
AMPOL WORONGARY,153.354174,-28.049534
LIBERTY BEAUDESERT,152.995034,-27.983336
7-ELEVEN RACEVIEW,152.774695,-27.634495
COLES EXPRESS COORPAROO,153.055464,-27.496876
AMPOL CHERMSIDE,153.022537,-27.380047
BP TRAVEL CENTRE YEPPOON,150.735152,-23.142575
CALTEX WOOLWORTHS FLAGSTONE,152.966745,-27.816627
AMPOL TINGALPA,153.121742,-27.474228
BP CONNECT PALMS CORNER,152.960458,-26.630933
AMPOL PINKENBA DIESEL STOP,153.114322,-27.426789
COLES EXPRESS YATALA,153.224298,-27.729217
EURONG BEACH RESORT,153.125822,-25.509073
COLES EXPRESS HOLLAND PARK,153.055726,-27.526702
MALANDARI,136.3079224,-16.05670166
BP HOWARD SPRINGS,131.031438,-12.496559
BP BAGOT ROAD,130.855767,-12.395072
ADELAIDE RIVER AUTO PORT,131.1046753,-13.23779297
BP THE GAP,133.872587,-23.716986
COLES EXPRESS ALICE SPRINGS TRUCK STOP,133.864021,-23.667463
BATCHELOR ,131.024494,-13.046301
UNITED TENNANT CREEK,134.19237,-19.63647236
KATHERINE,132.2606871,-14.46289182
CALTEX HUMPTY DOO,131.127673,-12.578329
WOOLWORTHS CALTEX COOLALINGA,131.043334,-12.525216
ALICE SPRINGS ,133.8748785,-23.69456619
CALTEX JINGILI,130.877952,-12.394814
BP LUDMILLA,130.855966,-12.426893
MOBIL YULARA,130.990057,-25.240118
ADELAIDE RIVER INN,131.106459,-13.238595
BP FANNIE BAY,130.838944,-12.424782
BP TENNANT CREEK,134.192462,-19.63706
COLES EXPRESS ALICE SPRINGS MOUNT GILLEN,133.87153,-23.701219
WOOLWORTHS CALTEX ALICE SPRINGS,133.880497,-23.69564
MOBIL JABIRU,132.834666,-12.670084
COLES EXPRESS PALMERSTON,130.983928,-12.473511
DARWIN RIVER,130.9626248,-12.78028499
BP KATHERINE,132.264721,-14.466885
CALTEX COOLALINGA,131.043688,-12.523514
SHELL MATARANKA,133.066197,-14.922943
CALTEX PALMERSTON,130.985872,-12.482141
BP CASUARINA CITYWAY,130.883804,-12.37352
INDERVON PTY LTD,133.864047,-23.664636
COLES EXPRESS ALICE SPRINGS GAP ROAD,133.878981,-23.707518
BP LUBE CENTRE,130.893736,-12.426254
MOBIL ALICE SPRINGS,133.871335,-23.693337
INDEPENDENT MATARANKA,133.067493,-14.924148
KINGS CANYON ,131.510376,-24.252345
BP PINE CREEK,131.835154,-13.824951
INDEPENDENT MATARANKA,133.068834,-14.92541
ALICE CITY BP,133.87818,-23.69867671
DUNMARRA WAYSIDE INN,133.412484,-16.679539
CALTEX BERRIMAH,130.924931,-12.433313
UNITED HUMPTY DOO,131.10414,-12.572837
COLES EXPRESS FAIRWAY WATERS,130.97037,-12.480163
WOOLWORTHS CALTEX CASUARINA,130.883622,-12.37198
WOOLWORTHS CALTEX KATHERINE,132.266158,-14.465378
KAKADU RESORT,132.479131,-12.674948
CALTEX ALICE SPRINGS,133.8783374,-23.69334172
UNITED COOLALINGA,131.039729,-12.522485
COLES EXPRESS DARWIN CITY,130.838643,-12.454752
AMPOL ELLIOTT,133.543515,-17.553058
ERLDUNDA ROADHOUSE,133.20078,-25.197554
COLES EXPRESS DARWIN TRUCK CITY,130.923946,-12.434898
SHELL THREEWAYS ROADHOUSE,134.208121,-19.436642
INDEPENDENT ELLIOTT,133.547857,-17.555879
INDEPENDENT PINE CREEK,131.833816,-13.822464
BP MALAK,130.904315,-12.396606
BATCHELOR,131.0233154,-13.04431152
17 MILE ,131.028987,-12.516495
KATHERINE,132.2462285,-14.45349389
BP NHULUNBUY,136.78791,-12.185582
CALTEX KATHERINE,132.257152,-14.484989
MOBIL TENNANT CREEK,134.187972,-19.65398
VICTORIA RIVER,131.1278382,-15.61629146
BP NIGHTCLIFF,130.852088,-12.387639
BP PALMS AUTO PORT,130.971022,-12.458504
INDEPENDENT TENNANT CREEK,134.191571,-19.645354
RAAF BASE TINDAL,132.364341,-14.511523
ADF DARWIN,130.9265449,-12.46050731
LUDMILLA,130.8558068,-12.40946951
MOBIL ALICE SPRINGS,133.89998,-23.700472
BP DARWIN CITY,130.837389,-12.459397
MOBIL ALICE SPRINGS,133.875971,-23.691068
MOBIL ALICE SPRINGS,133.853184,-23.704172
COLES EXPRESS NIGHTCLIFF,130.851953,-12.388302
GULF MINI MART,136.307561,-16.073496
COLES EXPRESS WINNELLIE,130.869452,-12.425683
INDEPENDENT BERRY SPRINGS,131.014047,-12.700713
COLES EXPRESS KATHERINE,132.262921,-14.46561
MOBIL KINGS CANYON VIA ALI CURUNG,131.51154,-24.250618
BP RENNER SPRINGS DESERT,133.79557,-18.318499
COLES EXPRESS CASUARINA,130.881884,-12.377038
BERRY SPRINGS CENTRE,131.0154859,-12.70109825
INDEPENDENT DAVENPORT,134.22265,-20.640819
DALY WATERS,133.385659,-16.30766
WOOLWORTHS CALTEX NIGHTCLIFF,130.851932,-12.38953
MOBIL TI TREE WELL,133.416571,-22.130723
COLES EXPRESS PHILLIP,149.084896,-35.349958
WOOLWORTHS CALTEX BELCONNEN,149.059062,-35.236307
COLES EXPRESS FYSHWICK WILUNA,149.1636244,-35.3286878
COLES EXPRESS HAWKER,149.044373,-35.244273
WOOLWORTHS CALTEX TUGGERANONG,149.066743,-35.418919
CALTEX BRADDON,149.133379,-35.270935
COLES EXPRESS BRADDON,149.132056,-35.270769
COLES EXPRESS GUNGAHLIN,149.126377,-35.183612
COLES EXPRESS BELCONNEN,149.064012,-35.242627
CALTEX MITCHELL,149.139901,-35.215026
CALTEX WOOLWORTHS HOLT,149.021019,-35.224101
MOBIL FYSHWICK,149.162632,-35.329874
BP BRADDON,149.132731,-35.275805
CALTEX KALEEN,149.103666,-35.233718
WOOLWORTHS CALTEX CONDER,149.091761,-35.458134
COLES EXPRESS CURTIN,149.081457,-35.324839
MAWSON,149.0936547,-35.365203
CALTEX LYNEHAM,149.125588,-35.253366
UNITED FYSHWICK,149.1697606,-35.3339924
HOLMES INDEPENDENT,149.142807,-35.316235
WOOLWORTHS CALTEX GUNGAHLIN,149.126102,-35.183762
CALTEX WOOLWORTHS CALWELL,149.112609,-35.434806
BP JAMISON,149.073214,-35.253075
CALTEX WOOLWORTHS WESTON,149.052112,-35.340197
BP WARAMANGA,149.060542,-35.352395
HOLT,149.0178561,-35.2208871
COLES EXPRESS TUGGERANONG,149.069132,-35.418436
BP EXPRESS KINGSTON,149.138892,-35.320031
COLES EXPRESS BELCONNEN TOWN CENTRE,149.06128,-35.239568
AMPOL WILLIAMSDALE,149.133431,-35.571314
MOBIL FYSHWICK,149.162632,-35.329874
CALTEX WOOLWORTHS HUGHES,149.094089,-35.334365
WOOLWORTHS CALTEX MAWSON,149.093781,-35.366608
BP EXPRESS PHILLIP,149.085289,-35.351002
BP EXPRESS CHISHOLM,149.128148,-35.413104
CALTEX TUGGERANONG,149.068791,-35.392605
COLES EXPRESS CHARNWOOD,149.033374,-35.205594
WOOLWORTHS CALTEX HUME,149.162511,-35.392477
MELBA,149.0481521,-35.2080501
COLES EXPRESS DEAKIN,149.107768,-35.314043
WOOLWORTHS CALTEX ERINDALE,149.096864,-35.404075
CALTEX WOOLWORTHS KAMBAH,149.057528,-35.378878
ERINDALE,149.101451,-35.405587
GIRALANG,149.0962621,-35.2138821
CALTEX FYSHWICK,149.175653,-35.3327
CALTEX NICHOLLS,149.081494,-35.188937
COLES EXPRESS FYSHWICK CAPITAL,149.177843,-35.32791
COLES EXPRESS DICKSON,149.137332,-35.249051
WOOLWORTHS CALTEX DICKSON,149.137361,-35.251031
SPENCE,149.0623601,-35.1947701
COLES EXPRESS WANNIASSA,149.08532,-35.390248
BRADDON,149.1315521,-35.2757211
CALTEX CANBERRA AIRPORT PIALLIGO,149.189305,-35.307339
FYSHWICK,149.1537073,-35.32510165
COLES EXPRESS MANUKA,149.134182,-35.320023
CALTEX SOUTH HOBART,147.319759,-42.891146
CALTEX KEMPTON,147.188988,-42.513373
BEAUTY POINT ,146.818803,-41.148502
AMPOL ORFORD,147.87647,-42.552845
HAMILTON,146.8248463,-42.56296471
CALTEX LEWISHAM,147.607463,-42.829035
BP STRAHAN,145.32802,-42.150072
SEEN BROS FUEL PTY LTD,146.81173,-41.195751
CALTEX ELIZABETH TOWN,146.566093,-41.45255
ROSS NEWSAGENCY,147.491809,-42.030404
WARATAH ROADHOUSE,145.526694,-41.442586
BP SORELL,147.561917,-42.786215
CALTEX TERRYLANDS,145.896391,-41.062483
CALTEX LINDISFARNE,147.36017,-42.85174
CALTEX BURNIE,145.905881,-41.050086
SORELL,147.5626831,-42.78289795
INDEPENDENT WOODBRIDGE,147.238501,-43.156213
BP SANDY BAY,147.355038,-42.913372
J & S HYDRAULICS AND PETROLEUM,146.929216,-43.163522
DEVONPORT,146.3513184,-41.1774292
CALTEX NEW TOWN,147.310682,-42.85193
AMPOL COLES BAY,148.290544,-42.126312
UNITED ZEEHAN,145.338274,-41.886324
SHELL RISDON VALE,147.351571,-42.813365
BP HOWRAH,147.396298,-42.877517
AMPOL DELORAINE,146.661724,-41.5247
ULVERSTONE,146.1619263,-41.16448975
COLES EXPRESS DEVONPORT,146.361891,-41.187482
EAST COAST GARAGE,148.074109,-42.123274
SHELL SMITHTON,145.133799,-40.855894
CALTEX BELLERIVE,147.372974,-42.866117
BP WYNDHAM ROAD,147.246572,-42.789695
BP LAUDERDALE,147.486211,-42.915709
CALTEX WOOLWORTHS DEVONPORT,146.361572,-41.185675
CALTEX RICHMOND,147.437097,-42.735677
CALTEX NEW NORFOLK,147.061398,-42.779228
SHELL STARLITE ,146.373695,-41.175931
COLES EXPRESS HOWRAH,147.405871,-42.880631
CALTEX LAUNCESTON,147.140536,-41.441488
COLES EXPRESS INVERMAY,147.136607,-41.425398
INDEPENDENT SEVEN MILE BEACH,147.505295,-42.861368
CALTEX EPPING FOREST,147.351739,-41.759636
CALTEX CLAREMONT,147.254367,-42.801893
GLENORCHY,147.2697144,-42.83081055
GAWLER GENERAL STORE,146.160167,-41.183212
BP RIVERSIDE,147.109256,-41.420099
CALTEX COLEBROOK,147.363573,-42.534293
INDEPENDENT PREMAYDENA,147.772577,-43.054845
HOWRAH,147.3884888,-42.87597656
CALTEX WESTBURY,146.83338,-41.526435
WYNYARD,145.7233276,-40.9899292
BP SOMERSET,145.825291,-41.036017
INDEPENDENT OUSE,146.71046,-42.484528
CALTEX COPPING,147.802004,-42.819862
COLES EXPRESS MOONAH,147.288457,-42.841444
BP EAST,146.372116,-41.185148
BICHENO,148.295105,-41.8717041
WOOLWORTHS CALTEX HUONVILLE,147.048563,-43.029986
BREADALBANE,147.1956787,-41.53698731
DOYLES BP CYGNET,147.076099,-43.159868
CALTAS PTY LTD,145.925378,-41.07023
COLES EXPRESS NEW NORFOLK,147.053584,-42.777334
CALTEX WIVENHOE,145.93428,-41.068064
UNITED PROSPECT VALE,147.12646,-41.481868
GEEVESTONE ,146.926351,-43.164827
LIBERTY-BAGDAD,147.2197266,-42.60308838
CALTEX MOONAH,147.293074,-42.844933
CALTEX LONGFORD,147.119543,-41.587838
SHELL PINEVIEW,147.518854,-41.159131
CALTEX SIDMOUTH,146.888095,-41.222282
BP INVERMAY,147.136325,-41.422161
SHEFFIELD,146.3175049,-41.37982178
WOOLWORTHS CALTEX NEW NORFOLK,147.065802,-42.780264
BURNIE TRUCKSTOP,145.924218,-41.07338003
BP STORE DUNALLEY,147.804214,-42.890547
CALTEX QUEENSTOWN,145.553988,-42.080507
WOOLWORTHS CALTEX WYNYARD,145.728131,-40.990168
YOLLA MILK BAR,145.716549,-41.125369
RIDGLEY,145.8334198,-41.14998685
BP MARGATE,147.261005,-43.026535
BP ST HELENS,148.249785,-41.323602
CALTEX BRIDPORT,147.394574,-41.00417
CALTEX GROVE,147.096714,-42.981552
ARNOLDS BP SMITHTON,145.125857,-40.842532
CALTEX ROCKY CAPE,145.469823,-40.887589
INDEPENDENT MURDUNNA,147.86638,-42.947679
DEVONPORT,146.343555,-41.209562
INDEPENDENT POATINA,146.960641,-41.795958
ST HELENS,148.2498779,-41.32299805
CALTEX BAGDAD,147.223084,-42.632047
CALTEX CAMPBELLTOWN,147.494381,-41.927857
OUSE,146.71226,-42.485824
BP NORTH TERRACE,145.901214,-41.047839
RIDGLEY SCHOOL SHOP,145.836697,-41.140129
BP NEWNHAM,147.127608,-41.38478
COLES EXPRESS GLENORCHY,147.270766,-42.832049
CALTEX GEILSTON BAY,147.353583,-42.842057
CALTEX DEVONPORT,146.350814,-41.179122
INVERMAY,147.1362915,-41.42401123
OATLANDS BP,147.36949,-42.300772
CALTEX LATROBE,146.443055,-41.241814
BP ROSEBERY,145.539177,-41.778489
CALTEX SHEFFIELD,146.324834,-41.382454
CALTEX PERTH,147.176883,-41.578982
CALTEX PENGUIN,146.074806,-41.115209
NEWNHAM,147.1279297,-41.39801025
JACKSONS OIL HEATING PTY LTD,147.324286,-42.874394
DETENTION RIVER STATION,145.447955,-40.879542
WARATAH,145.530846,-41.444524
INDEPENDENT WYNYARD,145.720468,-40.989421
CALTEX MONTROSE,147.265739,-42.825825
CALTEX SOUTH ARM,147.416903,-43.028206
CALTEX SASSAFRAS,146.478932,-41.266348
BP KINGSTON,147.309745,-42.975316
INDEPENDENT NORTH HOBART,147.312112,-42.869118
INDEPENDENT PORT ARTHUR,147.851086,-43.139808
CALTEX WOOLWORTHS SANDY BAY,147.334696,-42.902215
BURNIE,145.9042969,-41.05419922
INDEPENDENT NUBEENA,147.742797,-43.098787
BP ULVERSTONE,146.17758,-41.157526
WOOLWORTHS CALTEX LEGANA,147.042325,-41.363928
WOOLWORTHS CALTEX CLAREMONT,147.255743,-42.791767
LIBERTY LAUNCESTON,147.131621,-41.440181
WOOLWORTHS CALTEX SORELL,147.565015,-42.780305
CALTEX GLENDHU,147.144718,-41.45375
BELL BAY ,146.8663344,-41.12930026
CALTEX LONGFORD,147.121503,-41.597284
UNITED SANDY BAY,147.325577,-42.89419
CALTEX HOBART,147.317034,-42.870918
CALTEX LENAH VALLEY,147.296786,-42.865548
INDEPENDENT LAUDERDALE,147.492166,-42.908378
HUETTS SHELL ,146.644759,-41.521895
BURNIE,145.9250074,-41.07016153
BP ABBOTT,147.151472,-41.43708
COLES EXPRESS HOBART,147.318931,-42.876603
CALTEX HOBART,147.322401,-42.871121
